,Ins AIA,,,,Date Paid,Amount,Payee - Select,Payment Note,Date Paid,Date Paid,Amount,,,,
$0.00 ,100%,$97.78 ,"2,681",$97.78 ,UNIT_13_HAL,FNC,Closet shelf and rod package - Detach & reset,6,$97.78 ,CLOSRS,11/25/24,,,,
$0.00 ,100%,$702.56 ,"2,682",$702.56 ,UNIT_13_HAL,FNC,Closet Organizer - Melamine,5,$601.57 ,CLOSM,11/25/24,,,,
$0.00 ,100%,"$1,744.69 ","2,684","$1,744.69 ",UNIT_13_HAL,PLM,Water heater - 30 gallon - Electric - 12 yr,1,"$1,593.91 ",WH30E++,11/26/24,,,,
$0.00 ,100%,"$2,159.42 ","2,685","$2,159.42 ",UNIT_13_HAL,FNC,Closet Organizer - Wire shelves,24,"$2,159.42 ",CLOSW,11/25/24,,,,
$0.00 ,100%,"$2,213.27 ","3,670","$2,213.27 ",UNIT_13_HAL,HVC,Air handler - with heat element - 2 ton,1,"$2,021.22 ",AH2,1/13/25,,RO Owner installed new unit,,
$0.00 ,100%,$884.16 ,"2,687",$884.16 ,UNIT_13_BED,WTR,Muck-out/Flood loss cleanup - Heavy,142.24,$884.16 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$96.19 ,"2,688",$96.19 ,UNIT_13_BED,WTR,Apply anti-microbial agent to the floor,142.24,$96.19 ,GRM,11/24/24,,,,
$0.00 ,100%,$722.18 ,"2,689",$722.18 ,UNIT_13_BED,TIL,Regrout tile,142.24,$722.18 ,GROUT,11/25/24,,RO,,
$0.00 ,100%,$176.70 ,"2,690",$176.70 ,UNIT_13_BED,TIL,Tile/stone sealer,142.24,$176.70 ,SEALS,11/25/24,,RO,,
$0.00 ,100%,$167.02 ,"2,691",$167.02 ,UNIT_13_BED,WTR,Apply anti-microbial agent to part of the walls,247,$167.02 ,GRM,11/24/24,,,,
$0.00 ,100%,$329.44 ,"2,692",$329.44 ,UNIT_13_BED,CLN,Clean stud wall,247,$329.44 ,STD,11/24/24,,,,
$0.00 ,100%,$403.84 ,"2,693",$403.84 ,UNIT_13_BED,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",61.75,$403.84 ,DRYN4,11/24/24,,,,
$0.00 ,100%,"$1,360.18 ","2,694","$1,360.18 ",UNIT_13_BED,DRY,"1/2"" - drywall per LF - up to 4' tall",61.75,"$1,190.15 ",LF>,11/24/24,,,,
$0.00 ,100%,$435.76 ,"2,695",$435.76 ,UNIT_13_BED,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,308.75,$374.03 ,SP,11/24/24,,,,
$0.00 ,100%,$56.35 ,"2,696",$56.35 ,UNIT_13_BED,PNT,Scrape part of the walls & prep for paint,61.75,$56.35 ,SCRP,11/24/24,,,,
$0.00 ,100%,$628.41 ,"2,697",$628.41 ,UNIT_13_BED,DRY,Texture drywall - heavy hand texture,308.75,$549.85 ,TEX+,11/24/24,,,,
$0.00 ,100%,$671.00 ,"2,698",$671.00 ,UNIT_13_BED,PNT,Paint the walls - one coat,494,$575.94 ,P,11/24/24,,,,
$0.00 ,100%,$92.34 ,"2,699",$92.34 ,UNIT_13_BED,WTR,Tear out baseboard- up to Cat 3,61.75,$92.34 ,BASEB,11/24/24,,,,
$0.00 ,100%,$348.69 ,"2,700",$348.69 ,UNIT_13_BED,FNC,"Baseboard - 3 1/4""",61.75,$310.91 ,B3,11/24/24,,,,
$0.00 ,100%,$129.89 ,"2,701",$129.89 ,UNIT_13_BED,PNT,Paint baseboard - two coats,61.75,$111.49 ,B2,11/24/24,,,,
$0.00 ,100%,$470.41 ,"2,702",$470.41 ,UNIT_13_BED,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,,,,
$0.00 ,100%,$111.59 ,"2,703",$111.59 ,UNIT_13_BED,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"2,704",$92.83 ,UNIT_13_BED,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,100%,$78.48 ,"2,705",$78.48 ,UNIT_13_BED,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
$0.00 ,100%,$670.17 ,"2,706",$670.17 ,UNIT_13_BED,DOR,Bifold door set - full louvered - Double,1,$589.64 ,BFLVR,11/25/24,,,,
$0.00 ,100%,$314.09 ,"2,707",$314.09 ,UNIT_13_BED,FNC,"Door opening (jamb & casing) - 36""to60""wide - paint grade",1,$276.18 ,DOP>,11/25/24,,,,
$0.00 ,100%,$238.15 ,"2,708",$238.15 ,UNIT_13_BED,PNT,Paint full lvrd bifold door set - slab - 2 coats -per side,2,$204.41 ,BFL,11/25/24,,,,
$0.00 ,100%,$109.23 ,"2,709",$109.23 ,UNIT_13_BED,PNT,Paint door/window trim & jamb - Large - 2 coats (per side),2,$93.76 ,DORT>,11/25/24,,,,
$0.00 ,100%,"$1,439.62 ","2,710","$1,439.62 ",UNIT_13_BED,FNC,Closet Organizer - Wire shelves,16,"$1,439.62 ",CLOSW,11/25/24,,,,
"$3,054.34 ",ACV,$763.59 ,"2,711","$3,817.93 ",UNIT_13_BED,WDP,8-0 6-8 fiberglass sliding patio door,1,"$3,350.38 ",8F,11/25/24,,,,
$0.00 ,100%,$396.02 ,"2,712",$396.02 ,UNIT_13_BED,DOR,"Screen door - metal - 30"" - 36"" full scrn - Standard grade",2,$365.30 ,SCRNM-,11/25/24,,,,
$0.00 ,100%,$421.44 ,"2,713",$421.44 ,UNIT_13_BED,WDT,"Window blind - aluminum - 1"" - 42.1 to 56 SF - High grade",1,$371.07 ,BLA1X>+,11/25/24,,,,
$0.00 ,100%,$458.17 ,"4,027",$458.17 ,UNIT_13_BED,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,,,,
$0.00 ,100%,$313.20 ,"4,028",$313.20 ,UNIT_13_BED,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,,,,
$0.00 ,100%,$247.83 ,"2,716",$247.83 ,UNIT_13_BAT,WTR,Muck-out/Flood loss cleanup - Heavy,39.87,$247.83 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$26.95 ,"2,717",$26.95 ,UNIT_13_BAT,WTR,Apply anti-microbial agent to the floor,39.87,$26.95 ,GRM,11/24/24,,,,
$0.00 ,50%,$101.22 ,"2,718",$202.43 ,UNIT_13_BAT,TIL,Regrout tile,39.87,$202.43 ,GROUT,11/25/24,,RO,,
$0.00 ,50%,$24.77 ,"2,719",$49.53 ,UNIT_13_BAT,TIL,Tile/stone sealer,39.87,$49.53 ,SEALS,11/25/24,,RO,,
$0.00 ,100%,$66.20 ,"2,720",$66.20 ,UNIT_13_BAT,WTR,Apply anti-microbial agent to part of the walls,97.92,$66.20 ,GRM,11/24/24,,,,
$0.00 ,100%,$130.59 ,"2,721",$130.59 ,UNIT_13_BAT,CLN,Clean stud wall,97.92,$130.59 ,STD,11/24/24,,,,
$0.00 ,100%,$160.10 ,"2,722",$160.10 ,UNIT_13_BAT,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",24.48,$160.10 ,DRYN4,11/24/24,,,,Add 2 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$539.24 ,"2,723",$539.24 ,UNIT_13_BAT,DRY,"1/2"" - drywall per LF - up to 4' tall",24.48,$471.84 ,LF>,11/24/24,,,,
$0.00 ,100%,$172.75 ,"2,724",$172.75 ,UNIT_13_BAT,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,122.4,$148.28 ,SP,11/24/24,,,,
$0.00 ,100%,$22.34 ,"2,725",$22.34 ,UNIT_13_BAT,PNT,Scrape part of the walls & prep for paint,24.48,$22.34 ,SCRP,11/24/24,,,,
$0.00 ,100%,$249.12 ,"2,726",$249.12 ,UNIT_13_BAT,DRY,Texture drywall - heavy hand texture,122.4,$217.98 ,TEX+,11/24/24,,,,
$0.00 ,100%,$265.98 ,"2,727",$265.98 ,UNIT_13_BAT,PNT,Paint the walls - one coat,195.83,$228.29 ,P,11/24/24,,,,
$0.00 ,100%,$31.39 ,"2,728",$31.39 ,UNIT_13_BAT,WTR,Tear out baseboard- up to Cat 3,21,$31.39 ,BASEB,11/24/24,,,,
$0.00 ,50%,$59.30 ,"2,729",$118.60 ,UNIT_13_BAT,FNC,"Baseboard - 3 1/4""",21,$105.75 ,B3,11/24/24,,,,
$0.00 ,50%,$22.08 ,"2,730",$44.16 ,UNIT_13_BAT,PNT,Paint baseboard - two coats,21,$37.91 ,B2,11/24/24,,,,
$0.00 ,50%,$70.72 ,"2,731",$141.44 ,UNIT_13_BAT,TIL,Ceramic tile base,5,$128.08 ,B,11/25/24,,,,
$0.00 ,50%,$235.21 ,"2,732",$470.41 ,UNIT_13_BAT,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,,,,
$0.00 ,50%,$55.80 ,"2,733",$111.59 ,UNIT_13_BAT,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,,,,
$0.00 ,50%,$46.42 ,"2,734",$92.83 ,UNIT_13_BAT,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,50%,$39.24 ,"2,735",$78.48 ,UNIT_13_BAT,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
$0.00 ,50%,$215.55 ,"2,736",$431.09 ,UNIT_13_BAT,PLM,Toilet,1,$431.09 ,TLT,11/25/24,,,,
$0.00 ,100%,$38.27 ,"2,737",$38.27 ,UNIT_13_BAT,CLN,Clean toilet,1,$38.27 ,TLT,11/25/24,,,Install new vent fan,
$0.00 ,50%,$486.67 ,"2,738",$973.34 ,UNIT_13_BAT,CAB,Vanity,3,$872.11 ,VAN,11/25/24,,,,
$0.00 ,50%,$280.74 ,"2,739",$561.47 ,UNIT_13_BAT,CAB,Countertop - solid surface,6,$505.48 ,CTSS,11/25/24,,,,
$0.00 ,50%,$38.70 ,"2,740",$77.40 ,UNIT_13_BAT,TBA,Bathroom mirror - Detach & reset,6,$77.40 ,MIRRS,11/25/24,,,,
$0.00 ,50%,$132.61 ,"2,741",$265.22 ,UNIT_13_BAT,PLM,Sink - single,1,$265.22 ,SNK,11/25/24,,,,
$0.00 ,50%,$59.85 ,"2,742",$119.69 ,UNIT_13_BAT,PLM,P-trap assembly - ABS (plastic),1,$108.12 ,PTRAP,11/25/24,,,,
$0.00 ,50%,$108.98 ,"2,743",$217.95 ,UNIT_13_BAT,PLM,Angle stop valve,3,$197.14 ,STOP,11/25/24,,,,
$0.00 ,50%,$43.39 ,"2,744",$86.77 ,UNIT_13_BAT,PLM,Water supply line,2,$77.88 ,SL1,11/25/24,,,,
$0.00 ,50%,$14.70 ,"2,745",$29.39 ,UNIT_13_BAT,PLM,Wax Ring,1,$26.92 ,TLTFL,11/25/24,,,,
$0.00 ,50%,$11.69 ,"2,746",$23.38 ,UNIT_13_BAT,FNH,Towel bar,1,$23.38 ,TBAR,11/25/24,,,,
$0.00 ,50%,$21.52 ,"2,747",$43.03 ,UNIT_13_BAT,FNH,Toilet paper holder,1,$39.31 ,TP,11/25/24,,,,
$0.00 ,100%,$88.03 ,"2,750",$88.03 ,UNIT_13_SHO,WTR,Muck-out/Flood loss cleanup - Heavy,14.16,$88.03 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$9.58 ,"2,751",$9.58 ,UNIT_13_SHO,WTR,Apply anti-microbial agent to the floor,14.16,$9.58 ,GRM,11/24/24,,,,
$0.00 ,50%,$137.55 ,"2,752",$275.10 ,UNIT_13_SHO,FCT,Tile floor covering,14.16,$251.92 ,AV,11/25/24,,,,
$0.00 ,50%,$94.77 ,"2,753",$189.53 ,UNIT_13_SHO,TIL,Mortar bed for tile,14.16,$173.40 ,BMUD,11/25/24,,,,
$0.00 ,100%,$260.33 ,"2,754",$260.33 ,UNIT_13_SHO,PLM,Shower pan,1,$232.13 ,SWRPAN,11/25/24,,,,
$0.00 ,100%,$28.91 ,"2,755",$28.91 ,UNIT_13_SHO,WTR,Apply anti-microbial agent to part of the walls,42.75,$28.91 ,GRM,11/24/24,,,,
$0.00 ,100%,$57.03 ,"2,756",$57.03 ,UNIT_13_SHO,CLN,Clean stud wall,42.75,$57.03 ,STD,11/24/24,,,,
$0.00 ,100%,$741.09 ,"2,757",$741.09 ,UNIT_13_SHO,TIL,"1/2"" Cement board",85.5,$675.92 ,BCEM1/2,11/25/24,,,,
$0.00 ,100%,"$4,540.32 ","2,758","$4,540.32 ",UNIT_13_SHO,TIL,Tile shower - 101 to 120 SF - High grade,1,"$4,022.08 ",SWR>+,11/25/24,,,,
$0.00 ,100%,$137.74 ,"2,759",$137.74 ,UNIT_13_SHO,PLM,Shower faucet,1,$137.74 ,SWFAU,11/25/24,,,,
$0.00 ,50%,$19.39 ,"2,760",$38.78 ,UNIT_13_SHO,FNH,Soap dish - Wall mounted,1,$35.75 ,SDISH,11/25/24,,,,
$0.00 ,100%,$274.98 ,"3,684",$274.98 ,UNIT_13_SHO,TIL,Shower drain - for use with waterproof membrane,1,$252.16 ,SWRPMD,1/15/25,,,,
$0.00 ,100%,$836.88 ,"3,685",$836.88 ,UNIT_13_SHO,TIL,Tile concrete shower curb - per LF,5,$765.13 ,SWRCC,1/15/25,,,,
$0.00 ,50%,$101.18 ,"3,686",$202.35 ,UNIT_13_SHO,TIL,Tile - shampoo corner shelf - ceramic or cultured marble,2,$182.78 ,SCS,1/15/25,,,,
$0.00 ,100%,$679.41 ,"2,762",$679.41 ,UNIT_14_ENT2,WTR,Muck-out/Flood loss cleanup - Heavy,109.3,$679.41 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$73.91 ,"2,763",$73.91 ,UNIT_14_ENT2,WTR,Apply anti-microbial agent to the floor,109.3,$73.91 ,GRM,11/24/24,,,,
$0.00 ,100%,$554.95 ,"2,764",$554.95 ,UNIT_14_ENT2,TIL,Regrout tile,109.3,$554.95 ,GROUT,11/25/24,,RO,,
$0.00 ,100%,$135.78 ,"2,765",$135.78 ,UNIT_14_ENT2,TIL,Tile/stone sealer,109.3,$135.78 ,SEALS,11/25/24,,RO,,
$0.00 ,100%,$136.06 ,"2,766",$136.06 ,UNIT_14_ENT2,WTR,Apply anti-microbial agent to part of the walls,201.22,$136.06 ,GRM,11/24/24,,,,
$0.00 ,100%,$268.37 ,"2,767",$268.37 ,UNIT_14_ENT2,CLN,Clean stud wall,201.22,$268.37 ,STD,11/24/24,,,,
$0.00 ,100%,$324.25 ,"2,768",$324.25 ,UNIT_14_ENT2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",49.58,$324.25 ,DRYN4,11/24/24,,,,
$0.00 ,100%,"$1,092.11 ","2,769","$1,092.11 ",UNIT_14_ENT2,DRY,"1/2"" - drywall per LF - up to 4' tall",49.58,$955.59 ,LF>,11/24/24,,,,
$0.00 ,100%,$355.00 ,"2,770",$355.00 ,UNIT_14_ENT2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,251.53,$304.71 ,SP,11/24/24,,,,
$0.00 ,100%,$45.92 ,"2,771",$45.92 ,UNIT_14_ENT2,PNT,Scrape part of the walls & prep for paint,50.31,$45.92 ,SCRP,11/24/24,,,,
$0.00 ,100%,$511.96 ,"2,772",$511.96 ,UNIT_14_ENT2,DRY,Texture drywall - heavy hand texture,251.53,$447.96 ,TEX+,11/24/24,,,,
$0.00 ,100%,$546.62 ,"2,773",$546.62 ,UNIT_14_ENT2,PNT,Paint the walls - one coat,402.44,$469.19 ,P,11/24/24,,,,
$0.00 ,100%,$74.14 ,"2,774",$74.14 ,UNIT_14_ENT2,WTR,Tear out baseboard- up to Cat 3,49.58,$74.14 ,BASEB,11/24/24,,,,
$0.00 ,100%,$279.96 ,"2,775",$279.96 ,UNIT_14_ENT2,FNC,"Baseboard - 3 1/4""",49.58,$249.63 ,B3,11/25/24,,,,
$0.00 ,100%,$104.27 ,"2,776",$104.27 ,UNIT_14_ENT2,PNT,Paint baseboard - two coats,49.58,$89.49 ,B2,11/24/24,,,,
$0.00 ,100%,$129.34 ,"2,777",$129.34 ,UNIT_14_ENT2,FNC,Base shoe,49.58,$116.87 ,SHOE,11/25/24,,,,
$0.00 ,100%,$57.71 ,"2,778",$57.71 ,UNIT_14_ENT2,PNT,Seal & paint base shoe or quarter round,49.58,$49.54 ,SHOE,11/25/24,,,,
$0.00 ,100%,$266.98 ,"2,780",$266.98 ,UNIT_14_ENT2,FNC,"Door opening (jamb & casing) - 32""to36""wide - paint grade",1,$234.96 ,DOP,11/25/24,,,,
$0.00 ,100%,$133.11 ,"2,781",$133.11 ,UNIT_14_ENT2,PNT,Prime & paint door slab only - exterior (per side),2,$114.25 ,XDOR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"2,782",$92.83 ,UNIT_14_ENT2,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,100%,$455.92 ,"2,784",$455.92 ,UNIT_14_ENT2,DOR,Storm door assembly,1,$402.73 ,STRMD,11/25/24,,,,
$0.00 ,100%,$65.11 ,"2,785",$65.11 ,UNIT_14_ENT2,PNT,Prime & paint/finish storm door assembly,1,$55.89 ,STRMD,11/25/24,,,,
$0.00 ,100%,$469.96 ,"2,786",$469.96 ,UNIT_14_ENT2,DOR,Bifold door set - Colonist - Double,1,$414.46 ,BF,11/25/24,,,,
$0.00 ,100%,$374.61 ,"2,787",$374.61 ,UNIT_14_ENT2,FNC,"Door opening (jamb & casing) - 36""to60""wide - stain grade",1,$335.20 ,DOP>+,11/25/24,,,,
$0.00 ,100%,$151.31 ,"2,788",$151.31 ,UNIT_14_ENT2,PNT,Paint bifold door set - slab only - 2 coats (per side),2,$129.88 ,BF,11/25/24,,,,
$0.00 ,100%,$109.23 ,"2,789",$109.23 ,UNIT_14_ENT2,PNT,Paint door/window trim & jamb - Large - 2 coats (per side),2,$93.76 ,DORT>,11/25/24,,,,
$0.00 ,100%,$81.48 ,"2,790",$81.48 ,UNIT_14_ENT2,FNC,Closet shelf and rod package - Detach & reset,5,$81.48 ,CLOSRS,11/25/24,,,,
$0.00 ,100%,$75.18 ,"2,791",$75.18 ,UNIT_14_ENT2,PNT,Seal & paint closet shelving - single shelf,1,$64.54 ,CLOS,11/25/24,,,,
$0.00 ,50%,$34.96 ,"3,687",$69.91 ,UNIT_14_ENT2,FNH,Door peep hole,2,$65.09 ,PEEP,1/13/25,,,,
$0.00 ,100%,"$1,225.33 ","3,689","$1,225.33 ",UNIT_14_ENT2,DOR,Exterior door - metal - insulated / wood - High grade,1,"$1,076.81 ",X+,1/13/25,,,,
$0.00 ,100%,$200.57 ,"3,690",$200.57 ,UNIT_14_ENT2,FNH,Door lockset & deadbolt - exterior - High grade,1,$178.73 ,DBX+,11/22/24,,,,
$0.00 ,100%,$491.14 ,"3,691",$491.14 ,UNIT_14_ENT2,DOR,Additional charge for a retrofit exterior door - difficult,1,$446.12 ,XRETR+,2/16/25,,,,
$0.00 ,50%,$29.49 ,"3,692",$58.97 ,UNIT_14_ENT2,EQC,"Door numbers/letters - plastic or metal - up to 4""",2,$54.75 ,SNDN,11/22/24,,,,
$0.00 ,50%,$23.46 ,"3,693",$46.92 ,UNIT_14_ENT2,ELE,Door bell/chime button (button only),1,$42.85 ,CBUTTON,11/22/24,,,,
$0.00 ,100%,$458.17 ,"4,029",$458.17 ,UNIT_14_ENT2,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,,,,
$0.00 ,100%,$313.20 ,"4,030",$313.20 ,UNIT_14_ENT2,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,,,,
$0.00 ,100%,$149.55 ,"2,794",$149.55 ,UNIT_14_UTI,WTR,Muck-out/Flood loss cleanup - Heavy,24.06,$149.55 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$16.27 ,"2,795",$16.27 ,UNIT_14_UTI,WTR,Apply anti-microbial agent to the floor,24.06,$16.27 ,GRM,11/24/24,,,,
$0.00 ,50%,$61.08 ,"2,796",$122.16 ,UNIT_14_UTI,TIL,Regrout tile,24.06,$122.16 ,GROUT,11/25/24,,RO,,
$0.00 ,50%,$14.95 ,"2,797",$29.89 ,UNIT_14_UTI,TIL,Tile/stone sealer,24.06,$29.89 ,SEALS,11/25/24,,RO,,
$0.00 ,100%,$53.22 ,"2,798",$53.22 ,UNIT_14_UTI,WTR,Apply anti-microbial agent to part of the walls,78.67,$53.22 ,GRM,11/24/24,,,,
$0.00 ,100%,$104.91 ,"2,799",$104.91 ,UNIT_14_UTI,CLN,Clean stud wall,78.67,$104.91 ,STD,11/24/24,,,,
$0.00 ,100%,$128.64 ,"2,800",$128.64 ,UNIT_14_UTI,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",19.67,$128.64 ,DRYN4,11/24/24,,,,
$0.00 ,100%,$433.29 ,"2,801",$433.29 ,UNIT_14_UTI,DRY,"1/2"" - drywall per LF - up to 4' tall",19.67,$379.13 ,LF>,11/24/24,,,,Add 1 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$138.78 ,"2,802",$138.78 ,UNIT_14_UTI,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,98.33,$119.12 ,SP,11/24/24,,,,
$0.00 ,100%,$17.96 ,"2,803",$17.96 ,UNIT_14_UTI,PNT,Scrape part of the walls & prep for paint,19.67,$17.96 ,SCRP,11/24/24,,,,
$0.00 ,100%,$200.13 ,"2,804",$200.13 ,UNIT_14_UTI,DRY,Texture drywall - heavy hand texture,98.33,$175.11 ,TEX+,11/24/24,,,,
$0.00 ,100%,$213.70 ,"2,805",$213.70 ,UNIT_14_UTI,PNT,Paint the walls - one coat,157.33,$183.42 ,P,11/24/24,,,,
$0.00 ,100%,$29.41 ,"2,806",$29.41 ,UNIT_14_UTI,WTR,Tear out baseboard- up to Cat 3,19.67,$29.41 ,BASEB,11/24/24,,,,
$0.00 ,100%,$111.08 ,"2,807",$111.08 ,UNIT_14_UTI,FNC,"Baseboard - 3 1/4""",19.67,$99.05 ,B3,11/25/24,,,,
$0.00 ,100%,$41.38 ,"2,808",$41.38 ,UNIT_14_UTI,PNT,Paint baseboard - two coats,19.67,$35.52 ,B2,11/24/24,,,,
$0.00 ,100%,$743.05 ,"2,809",$743.05 ,UNIT_14_UTI,DOR,Interior door - full louvered - pre-hung unit,1,$654.22 ,LVR,11/25/24,,,,
$0.00 ,100%,$151.28 ,"2,810",$151.28 ,UNIT_14_UTI,PNT,Paint full louvered door slab only - 2 coats (per side),2,$129.85 ,LVR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"2,811",$92.83 ,UNIT_14_UTI,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,100%,$78.48 ,"2,812",$78.48 ,UNIT_14_UTI,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
$0.00 ,100%,"$1,744.69 ","2,814","$1,744.69 ",UNIT_14_UTI,PLM,Water heater - 30 gallon - Electric - 12 yr,1,"$1,593.91 ",WH30E++,11/26/24,,,,
$0.00 ,100%,"$1,124.08 ","2,815","$1,124.08 ",UNIT_14_UTI,FNC,Closet Organizer - Melamine,8,$962.49 ,CLOSM,11/25/24,,,,
$0.00 ,100%,"$2,213.27 ","3,698","$2,213.27 ",UNIT_14_UTI,HVC,Air handler - with heat element - 2 ton,1,"$2,021.22 ",AH2,1/13/25,,RO Owner installed new unit,,
$0.00 ,100%,$218.55 ,"2,817",$218.55 ,UNIT_14_BAT,WTR,Muck-out/Flood loss cleanup - Heavy,35.16,$218.55 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$23.77 ,"2,818",$23.77 ,UNIT_14_BAT,WTR,Apply anti-microbial agent to the floor,35.16,$23.77 ,GRM,11/24/24,,,,
$0.00 ,100%,$178.50 ,"2,819",$178.50 ,UNIT_14_BAT,TIL,Regrout tile,35.16,$178.50 ,GROUT,11/25/24,,RO,,
$0.00 ,80%,$34.94 ,"2,820",$43.68 ,UNIT_14_BAT,FCS,Tile/stone sealer,35.16,$43.68 ,SEAL,11/25/24,,RO,,
$0.00 ,100%,$77.11 ,"2,821",$77.11 ,UNIT_14_BAT,WTR,Apply anti-microbial agent to part of the walls,114.02,$77.11 ,GRM,11/24/24,,,,
$0.00 ,100%,$152.08 ,"2,822",$152.08 ,UNIT_14_BAT,CLN,Clean stud wall,114.02,$152.08 ,STD,11/24/24,,,,
$0.00 ,100%,$186.39 ,"2,823",$186.39 ,UNIT_14_BAT,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",28.5,$186.39 ,DRYN4,11/24/24,,,,
$0.00 ,100%,$627.79 ,"2,824",$627.79 ,UNIT_14_BAT,DRY,"1/2"" - drywall per LF - up to 4' tall",28.5,$549.32 ,LF>,11/24/24,,,,Add 2 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,80%,"$1,799.11 ","2,825","$2,248.89 ",UNIT_14_BAT,PNL,Bamboo Paneling,228.03,"$1,977.21 ",USR,11/25/24,,RO Install & Material only,,
$0.00 ,90%,$423.37 ,"2,826",$470.41 ,UNIT_14_BAT,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,,,,
$0.00 ,90%,$100.43 ,"2,827",$111.59 ,UNIT_14_BAT,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,,,,
$0.00 ,90%,$83.55 ,"2,828",$92.83 ,UNIT_14_BAT,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,50%,$39.24 ,"2,829",$78.48 ,UNIT_14_BAT,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
$0.00 ,50%,$215.55 ,"2,830",$431.09 ,UNIT_14_BAT,PLM,Toilet,1,$431.09 ,TLT,11/25/24,,,,
$0.00 ,100%,$38.27 ,"2,831",$38.27 ,UNIT_14_BAT,CLN,Clean toilet,1,$38.27 ,TLT,11/25/24,,,Install new vent fan,
$0.00 ,50%,$648.90 ,"2,832","$1,297.79 ",UNIT_14_BAT,CAB,Vanity,4,"$1,162.80 ",VAN,11/25/24,,RO Remove only,,
$0.00 ,50%,$374.32 ,"2,833",$748.63 ,UNIT_14_BAT,CAB,Countertop - solid surface,8,$673.97 ,CTSS,11/25/24,,RO Remove only,,
$0.00 ,50%,$53.81 ,"2,834",$107.62 ,UNIT_14_BAT,CAB,Backsplash - solid surface - Unattached,5,$96.79 ,CTSSBS,11/26/24,,,,
$0.00 ,50%,$38.70 ,"2,835",$77.40 ,UNIT_14_BAT,TBA,Bathroom mirror - Detach & reset,6,$77.40 ,MIRRS,11/25/24,,,,
$0.00 ,50%,$132.61 ,"2,836",$265.22 ,UNIT_14_BAT,PLM,Sink - single,1,$265.22 ,SNK,11/25/24,,,,
$0.00 ,50%,$59.85 ,"2,837",$119.69 ,UNIT_14_BAT,PLM,P-trap assembly - ABS (plastic),1,$108.12 ,PTRAP,11/25/24,,,,
$0.00 ,50%,$108.98 ,"2,838",$217.95 ,UNIT_14_BAT,PLM,Angle stop valve,3,$197.14 ,STOP,11/25/24,,,,
$0.00 ,50%,$43.39 ,"2,839",$86.77 ,UNIT_14_BAT,PLM,Water supply line,2,$77.88 ,SL1,11/25/24,,,,
$0.00 ,50%,$14.70 ,"2,840",$29.39 ,UNIT_14_BAT,PLM,Wax Ring,1,$26.92 ,TLTFL,11/25/24,,,,
