#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"13,123",,,Claw-foot tub supply lines - High grade,0,Average,1,485.23,0,485.23,,31.02,619.51,15,Percent,0,Yes,619.51,Yes,No,PLM,CFSL+,PAULGAGN,,11/13/22
"13,124",,,Claw-foot tub - waste & overflow drain,0,Average,1,374.43,0,374.43,,20.75,474.24,15,Percent,0,Yes,474.24,Yes,No,PLM,CFWO,PAULGAGN,,11/13/22
"13,125",,,Claw-foot tub - waste & overflow drain - Standard grade,0,Average,1,324.76,0,324.76,,15.93,408.83,15,Percent,0,Yes,408.83,Yes,No,PLM,CFWO-,PAULGAGN,,11/13/22
"13,126",,,Claw-foot tub - waste & overflow drain - High grade,0,Average,1,405.43,0,405.43,,23.75,515.04,15,Percent,0,Yes,515.04,Yes,No,PLM,CFWO+,PAULGAGN,,11/13/22
"13,127",,,"Swing check valve - brass - 7/8"" to 1 1/4""",0,Average,1,65.77,0,65.77,,2.18,81.55,70,Percent,0,Yes,81.55,Yes,No,PLM,CHV1,PAULGAGN,,11/13/22
"13,128",,,"Swing check valve - brass - up to 3/4""",0,Average,1,57.03,0,57.03,,1.33,70.02,70,Percent,0,Yes,70.02,Yes,No,PLM,CHV3/4,PAULGAGN,,11/13/22
"13,129",,,"Cast iron pipe (no-hub) with fitting and hanger, 1-1/2""",0,Average,1,43.66,0,43.66,,0.74,53.26,100,Percent,0,Yes,53.26,Yes,No,PLM,CI1-1/2,PAULGAGN,,11/13/22
"13,130",,,"Cast iron pipe (no hub) with fitting and hanger, 12""",0,Average,1,143.87,0,143.87,,3.65,177.04,100,Percent,0,Yes,177.04,Yes,No,PLM,CI12,PAULGAGN,,11/13/22
"13,131",,,"Cast iron pipe (no-hub) with fitting and hanger, 2""",0,Average,1,43.75,0,43.75,,0.75,53.4,100,Percent,0,Yes,53.4,Yes,No,PLM,CI2,PAULGAGN,,11/13/22
"13,132",,,"Cast iron pipe (no-hub) with fitting and hanger, 3""",0,Average,1,51.83,0,51.83,,0.94,63.33,100,Percent,0,Yes,63.33,Yes,No,PLM,CI3,PAULGAGN,,11/13/22
"13,133",,,"Cast iron pipe (no-hub) with fitting and hanger, 4""",0,Average,1,61.68,0,61.68,,1.21,75.47,100,Percent,0,Yes,75.47,Yes,No,PLM,CI4,PAULGAGN,,11/13/22
"13,134",,,"Cast iron pipe (no-hub) with fitting and hanger, 6""",0,Average,1,83.23,0,83.23,,2.05,102.34,100,Percent,0,Yes,102.34,Yes,No,PLM,CI6,PAULGAGN,,11/13/22
"13,135",,,"Cast iron pipe (no-hub) with fitting and hanger, 8""",0,Average,1,125.36,0,125.36,,4.35,155.65,100,Percent,0,Yes,155.65,Yes,No,PLM,CI8,PAULGAGN,,11/13/22
"13,136",,,Cast iron pipe (no hub) - Detach & reset,0,Average,1,55.68,0,55.68,,0,66.82,0,Percent,0,Yes,66.82,Yes,No,PLM,CIRS,PAULGAGN,,11/13/22
"13,137",,,"Sewer clean-out - 6"" diameter",0,Average,1,233.82,0,233.82,,8.97,291.35,100,Percent,0,Yes,291.35,Yes,No,PLM,CO6,PAULGAGN,,11/13/22
"13,138",,,"Circulator pump - cast iron - 1 1/2"" - 1/8 to 1/6 HP",0,Average,1,671.41,0,671.41,,38.55,851.96,12,Percent,0,Yes,851.96,Yes,No,PLM,CPUMP<,PAULGAGN,,11/13/22
"13,139",,,"Circulator pump - bronze - 1 1/2"" - 1/8 to 1/6 HP",0,Average,1,870.77,0,870.77,,57.88,1114.39,12,Percent,0,Yes,"1,114.39",Yes,No,PLM,CPUMP<+,PAULGAGN,,11/13/22
"13,140",,,"Circulator pump - cast iron - 3/4"" - 1/40 to 1/20 HP",0,Average,1,461.96,0,461.96,,18.24,576.24,12,Percent,0,Yes,576.24,Yes,No,PLM,CPUMP<<,PAULGAGN,,11/13/22
"13,141",,,Circulator pump - cast iron - 20 HP,0,Average,1,"4,116.48",0,"4,116.48",,361.14,5373.14,12,Percent,0,Yes,"5,373.14",Yes,No,PLM,CPUMP>,PAULGAGN,,11/13/22
"13,142",,,"Drain/Vent line - ABS pipe with fitting and hanger, 1-1/2""",0,Average,1,10.78,0,10.78,,0.1,13.06,100,Percent,0,Yes,13.06,Yes,No,PLM,DRN1,PAULGAGN,,11/13/22
"13,143",,,"Drain/Vent line - ABS pipe with fitting and hanger, 2""",0,Average,1,15.27,0,15.27,,0.13,18.48,100,Percent,0,Yes,18.48,Yes,No,PLM,DRN2,PAULGAGN,,11/13/22
"13,144",,,"Drain/Vent line - ABS pipe with fitting and hanger, 3""",0,Average,1,18.39,0,18.39,,0.32,22.45,100,Percent,0,Yes,22.45,Yes,No,PLM,DRN3,PAULGAGN,,11/13/22
"13,145",,,"Drain/Vent line - ABS pipe with fitting and hanger, 4""",0,Average,1,19.86,0,19.86,,0.46,24.4,100,Percent,0,Yes,24.4,Yes,No,PLM,DRN4,PAULGAGN,,11/13/22
"13,146",,,"Drain/Vent line - ABS pipe with fitting and hanger, 6""",0,Average,1,31.87,0,31.87,,1.5,40.05,100,Percent,0,Yes,40.05,Yes,No,PLM,DRN6,PAULGAGN,,11/13/22
"13,147",,,Foundation drainage system - French drain & drainage mat,0,Average,1,27.83,0,27.83,,1.48,35.17,100,Percent,0,Yes,35.17,Yes,No,PLM,DRNF,PAULGAGN,,11/13/22
"13,148",,,Foundation drainage system - French drain,0,Average,1,19.16,0,19.16,,1.43,24.71,100,Percent,0,Yes,24.71,Yes,No,PLM,DRNFR,PAULGAGN,,11/13/22
"13,149",,,"Drain/Vent line - PVC pipe with fitting and hanger, 1-1/2""",0,Average,1,10.93,0,10.93,,0.11,13.26,100,Percent,0,Yes,13.26,Yes,No,PLM,DRNP1,PAULGAGN,,11/13/22
"13,150",,,"Drain/Vent line - PVC pipe with fitting and hanger, 2""",0,Average,1,15.73,0,15.73,,0.17,19.1,100,Percent,0,Yes,19.1,Yes,No,PLM,DRNP2,PAULGAGN,,11/13/22
"13,151",,,"Drain/Vent line - PVC pipe with fitting and hanger, 3""",0,Average,1,18.03,0,18.03,,0.28,21.99,100,Percent,0,Yes,21.99,Yes,No,PLM,DRNP3,PAULGAGN,,11/13/22
"13,152",,,"Drain/Vent line - PVC pipe with fitting and hanger, 4""",0,Average,1,18.94,0,18.94,,0.37,23.19,100,Percent,0,Yes,23.19,Yes,No,PLM,DRNP4,PAULGAGN,,11/13/22
"13,153",,,"Drain/Vent line - PVC pipe with fitting and hanger, 6""",0,Average,1,24.99,0,24.99,,0.83,30.98,100,Percent,0,Yes,30.98,Yes,No,PLM,DRNP6,PAULGAGN,,11/13/22
"13,154",,,Drain/Vent line - ABS or PVC pipe - Detach & reset,0,Average,1,8.03,0,8.03,,0,9.63,0,Percent,0,Yes,9.63,Yes,No,PLM,DRNRS,PAULGAGN,,11/13/22
"13,155",,,Dishwasher connection,0,Average,1,149.97,0,149.97,,2.85,183.4,100,Percent,0,Yes,183.4,Yes,No,PLM,DW,PAULGAGN,,11/13/22
"13,156",,,Earthquake gas shut-off valve,0,Average,1,167.89,0,167.89,,12.08,215.97,70,Percent,0,Yes,215.97,Yes,No,PLM,EGSV,PAULGAGN,,11/13/22
"13,157",,,Plumbing equipment connections - Commercial kitchen,0,Average,1,567.51,0,567.51,,5.85,688.04,100,Percent,0,Yes,688.04,Yes,No,PLM,EQCK,PAULGAGN,,11/13/22
"13,158",,,Sink faucet - Kitchen,0,Average,1,286.39,0,286.39,,17.25,364.38,15,Percent,0,Yes,364.38,Yes,No,PLM,FAU,PAULGAGN,,11/13/22
"13,159",,,Sink faucet - Kitchen - Standard grade,0,Average,1,228.39,0,228.39,,11.63,288.02,15,Percent,0,Yes,288.02,Yes,No,PLM,FAU-,PAULGAGN,,11/13/22
"13,160",,,Sink faucet - Kitchen - Economy grade,0,Average,1,172.39,0,172.39,,6.2,214.31,15,Percent,0,Yes,214.31,Yes,No,PLM,FAU--,PAULGAGN,,11/13/22
"13,161",,,Sink faucet - Kitchen - High grade,0,Average,1,394.39,0,394.39,,27.72,506.53,15,Percent,0,Yes,506.53,Yes,No,PLM,FAU+,PAULGAGN,,11/13/22
"13,162",,,Sink faucet - Kitchen - Premium grade,0,Average,1,510.39,0,510.39,,38.97,659.24,15,Percent,0,Yes,659.24,Yes,No,PLM,FAU++,PAULGAGN,,11/13/22
"13,163",,,Sink faucet - Kitchen - Deluxe grade,0,Average,1,744.39,0,744.39,,61.66,967.27,15,Percent,0,Yes,967.27,Yes,No,PLM,FAU+++,PAULGAGN,,11/13/22
"13,164",,,Sink faucet - Brass,0,Average,1,483.11,0,483.11,,36.33,623.32,20,Percent,0,Yes,623.32,Yes,No,PLM,FAUB,PAULGAGN,,11/13/22
"13,165",,,Sink faucet - Bathroom,0,Average,1,241.39,0,241.39,,12.89,305.14,20,Percent,0,Yes,305.14,Yes,No,PLM,FAUBA,PAULGAGN,,11/13/22
"13,166",,,Sink faucet - Bathroom - Standard grade,0,Average,1,194.89,0,194.89,,8.38,243.93,20,Percent,0,Yes,243.93,Yes,No,PLM,FAUBA-,PAULGAGN,,11/13/22
"13,167",,,Sink faucet - Bathroom - Economy grade,0,Average,1,162.39,0,162.39,,5.23,201.14,20,Percent,0,Yes,201.14,Yes,No,PLM,FAUBA--,PAULGAGN,,11/13/22
"13,168",,,Sink faucet - Bathroom - High grade,0,Average,1,305.39,0,305.39,,19.1,389.39,20,Percent,0,Yes,389.39,Yes,No,PLM,FAUBA+,PAULGAGN,,11/13/22
"13,169",,,Sink faucet - Bathroom - Premium grade,0,Average,1,442.39,0,442.39,,32.38,569.73,20,Percent,0,Yes,569.73,Yes,No,PLM,FAUBA++,PAULGAGN,,11/13/22
"13,170",,,Sink faucet - Bathroom - Deluxe grade,0,Average,1,624.39,0,624.39,,50.02,809.29,20,Percent,0,Yes,809.29,Yes,No,PLM,FAUBAD,PAULGAGN,,11/13/22
"13,171",,,Sink faucet - Gold plated,0,Average,1,710.39,0,710.39,,58.36,922.51,20,Percent,0,Yes,922.51,Yes,No,PLM,FAUGOLD,PAULGAGN,,11/13/22
"13,172",,,Faucet for kitchen sink - mobile home,0,Average,1,162.39,0,162.39,,5.23,201.14,15,Percent,0,Yes,201.14,Yes,No,PLM,FAUKDM,PAULGAGN,,11/13/22
"13,173",,,Pot filler faucet,0,Average,1,466.56,0,466.56,,31.99,598.27,15,Percent,0,Yes,598.27,Yes,No,PLM,FAUPF,PAULGAGN,,11/13/22
"13,174",,,Pot filler faucet - Standard grade,0,Average,1,371.56,0,371.56,,22.78,473.22,15,Percent,0,Yes,473.22,Yes,No,PLM,FAUPF-,PAULGAGN,,11/13/22
"13,175",,,Pot filler faucet - High grade,0,Average,1,596.56,0,596.56,,44.6,769.4,15,Percent,0,Yes,769.4,Yes,No,PLM,FAUPF+,PAULGAGN,,11/13/22
"13,176",,,Pot filler faucet - Premium grade,0,Average,1,822.11,0,822.11,,66.46,1066.29,15,Percent,0,Yes,"1,066.29",Yes,No,PLM,FAUPF++,PAULGAGN,,11/13/22
"13,177",,,Sink faucet - Detach & reset,0,Average,1,129.91,0,129.91,,0,155.89,0,Percent,0,Yes,155.89,Yes,No,PLM,FAURS,PAULGAGN,,11/13/22
"13,178",,,Sink sprayer attachment - side pull,0,Average,1,61.78,0,61.78,,1.79,76.29,20,Percent,0,Yes,76.29,Yes,No,PLM,FAUS,PAULGAGN,,11/13/22
"13,179",,,Sink sprayer attachment - center pull,0,Average,1,93.42,0,93.42,,4.85,117.93,20,Percent,0,Yes,117.93,Yes,No,PLM,FAUS+,PAULGAGN,,11/13/22
"13,180",,,Sink sprayer attachment - center pull - High grade,0,Average,1,207.94,0,207.94,,15.96,268.7,20,Percent,0,Yes,268.7,Yes,No,PLM,FAUS++,PAULGAGN,,11/13/22
"13,181",,,Sink sprayer attachment - side pull - High grade,0,Average,1,147.57,0,147.57,,10.1,189.21,20,Percent,0,Yes,189.21,Yes,No,PLM,FAUSP+,PAULGAGN,,11/13/22
"13,182",,,Floor drain - tub/shower - metal/plastic,0,Average,1,54.59,0,54.59,,0.94,66.63,65,Percent,0,Yes,66.63,Yes,No,PLM,FLD,PAULGAGN,,11/13/22
"13,183",,,"Floor drain - cast iron (no-hub) - 2"" to 4""",0,Average,1,286.56,0,286.56,,19.22,366.94,100,Percent,0,Yes,366.94,Yes,No,PLM,FLDCI,PAULGAGN,,11/13/22
"13,184",,,"Floor drain - cast iron (no-hub) - 6""",0,Average,1,512.15,0,512.15,,41.09,663.9,100,Percent,0,Yes,663.9,Yes,No,PLM,FLDCI>,PAULGAGN,,11/13/22
"13,185",,,"Floor drain - PVC - 2"" to 4""",0,Average,1,189.3,0,189.3,,12.65,242.35,65,Percent,0,Yes,242.35,Yes,No,PLM,FLDPVC,PAULGAGN,,11/13/22
"13,186",,,"Floor drain - PVC - 6""",0,Average,1,378.09,0,378.09,,30.95,490.86,65,Percent,0,Yes,490.86,Yes,No,PLM,FLDPVC>,PAULGAGN,,11/13/22
"13,187",,,Floor drain system,0,Average,1,1,0,1,,0.03,1.23,100,Percent,0,Yes,1.23,Yes,No,PLM,FLDR,PAULGAGN,,11/13/22
"13,188",,,"Flow meter - water - 6""",0,Average,1,"3,652.78",0,"3,652.78",,315.86,4762.38,12,Percent,0,Yes,"4,762.38",Yes,No,PLM,FM6,PAULGAGN,,11/13/22
"13,189",,,Drinking fountain,0,Average,1,524.76,0,524.76,,20.68,654.54,15,Percent,0,Yes,654.54,Yes,No,PLM,FNTN,PAULGAGN,,11/13/22
"13,190",,,Drinking fountain with cooler,0,Average,1,"1,299.33",0,"1,299.33",,77.88,1652.65,15,Percent,0,Yes,"1,652.65",Yes,No,PLM,FNTN+,PAULGAGN,,11/13/22
"13,191",,,Eye wash fountain,0,Average,1,"1,232.39",0,"1,232.39",,51.7,1540.91,15,Percent,0,Yes,"1,540.91",Yes,No,PLM,FNTNE,PAULGAGN,,11/13/22
"13,192",,,"Floor sink with grate - 10"" sump depth",0,Average,1,630.25,0,630.25,,32.44,795.23,50,Percent,0,Yes,795.23,Yes,No,PLM,FSNK10,PAULGAGN,,11/13/22
"13,193",,,"Floor sink with grate - 6"" sump depth",0,Average,1,494.1,0,494.1,,19.24,616,50,Percent,0,Yes,616,Yes,No,PLM,FSNK6,PAULGAGN,,11/13/22
"13,194",,,"Floor sink with grate - 8"" sump depth",0,Average,1,556.25,0,556.25,,25.27,697.84,50,Percent,0,Yes,697.84,Yes,No,PLM,FSNK8,PAULGAGN,,11/13/22
"13,195",,,"Flexible gas supply line connector - 1/2"" - up to 24""",0,Average,1,35.45,0,35.45,,2.04,44.99,36,Percent,0,Yes,44.99,Yes,No,PLM,FT1/2C2,PAULGAGN,,11/13/22
"13,196",,,"Flexible gas supply line connector - 1/2"" - 25"" to 48""",0,Average,1,44.85,0,44.85,,2.95,57.38,36,Percent,0,Yes,57.38,Yes,No,PLM,FT1/2C4,PAULGAGN,,11/13/22
"13,197",,,"Flexible gas supply line connector - 1/2"" - 49"" to 72""",0,Average,1,58.98,0,58.98,,4.12,75.72,36,Percent,0,Yes,75.72,Yes,No,PLM,FT1/2C6,PAULGAGN,,11/13/22
"13,198",,,"Flexible gas supply line connector - 3/8"" - up to 24""",0,Average,1,32.04,0,32.04,,1.71,40.51,36,Percent,0,Yes,40.51,Yes,No,PLM,FT3/8C2,PAULGAGN,,11/13/22
"13,199",,,"Flexible gas supply line connector - 3/8"" - 25"" to 48""",0,Average,1,41.61,0,41.61,,2.62,53.07,36,Percent,0,Yes,53.07,Yes,No,PLM,FT3/8C4,PAULGAGN,,11/13/22
"13,200",,,"Flexible gas supply line connector - 3/8"" - 49"" to 72""",0,Average,1,49.77,0,49.77,,3.42,63.83,36,Percent,0,Yes,63.83,Yes,No,PLM,FT3/8C6,PAULGAGN,,11/13/22
"13,201",,,"Flexible gas supply line connector - 5/8"" - up to 24""",0,Average,1,37.45,0,37.45,,2.23,47.62,36,Percent,0,Yes,47.62,Yes,No,PLM,FT5/8C2,PAULGAGN,,11/13/22
"13,202",,,"Flexible gas supply line connector - 5/8"" - 25"" to 48""",0,Average,1,47.15,0,47.15,,3.17,60.4,36,Percent,0,Yes,60.4,Yes,No,PLM,FT5/8C4,PAULGAGN,,11/13/22
"13,203",,,"Flexible gas supply line connector - 5/8"" - 49"" to 72""",0,Average,1,62.05,0,62.05,,4.48,79.85,36,Percent,0,Yes,79.85,Yes,No,PLM,FT5/8C6,PAULGAGN,,11/13/22
"13,204",,,"Flexible gas tubing - CSST, 1"" per LF",0,Average,1,17.87,0,17.87,,0.83,22.44,36,Percent,0,Yes,22.44,Yes,No,PLM,FTLF1,PAULGAGN,,11/13/22
"13,205",,,"Flexible gas tubing - CSST, 3/4"" - per LF",0,Average,1,14.16,0,14.16,,0.59,17.69,36,Percent,0,Yes,17.69,Yes,No,PLM,FTLF3/4,PAULGAGN,,11/13/22
"13,206",,,Manifold for flexible gas tubing - CSST,0,Average,1,161.07,0,161.07,,3.01,196.9,36,Percent,0,Yes,196.9,Yes,No,PLM,FTMAN,PAULGAGN,,11/13/22
"13,207",,,Pressure regulator for flexible gas tubing - CSST,0,Average,1,152.6,0,152.6,,4.85,188.95,36,Percent,0,Yes,188.95,Yes,No,PLM,FTREG,PAULGAGN,,11/13/22
"13,208",,,"Flexible gas tubing - CSST - per stub out - up to 1/2""",0,Average,1,420.7,0,420.7,,15.93,523.95,36,Percent,0,Yes,523.95,Yes,No,PLM,FTSTUB,PAULGAGN,,11/13/22
"13,209",,,"Float valve - 2""",0,Average,1,281.66,0,281.66,,16.42,357.7,5,Percent,0,Yes,357.7,Yes,No,PLM,FV2,PAULGAGN,,11/13/22
"13,210",,,Natural gas service line,0,Average,1,10.5,0,10.5,,0,12.6,36,Percent,0,Yes,12.6,Yes,No,PLM,GAS1,PAULGAGN,,11/13/22
"13,211",,,Emergency stop push button,0,Average,1,310.93,0,310.93,,10.7,385.97,5,Percent,0,Yes,385.97,Yes,No,PLM,GES,PAULGAGN,,11/13/22
"13,212",,,Greenhouse - Irrigation system (automatic),0,Average,1,7.29,0,7.29,,0.17,8.96,25,Percent,0,Yes,8.96,Yes,No,PLM,GHIS,PAULGAGN,,11/13/22
"13,213",,,"Galvanized pipe with fitting and hanger, 1""",0,Average,1,21.02,0,21.02,,0.51,25.83,40,Percent,0,Yes,25.83,Yes,No,PLM,GP1,PAULGAGN,,11/13/22
"13,214",,,"Galvanized pipe with fitting and hanger, 1/2""",0,Average,1,18.74,0,18.74,,0.29,22.83,40,Percent,0,Yes,22.83,Yes,No,PLM,GP1/2,PAULGAGN,,11/13/22
"13,215",,,"Galvanized pipe with fitting and hanger, 1-1/2""",0,Average,1,30.79,0,30.79,,0.81,37.92,40,Percent,0,Yes,37.92,Yes,No,PLM,GP1-1/2,PAULGAGN,,11/13/22
"13,216",,,"Galvanized pipe with fitting and hanger, 2""",0,Average,1,42.79,0,42.79,,1.04,52.59,40,Percent,0,Yes,52.59,Yes,No,PLM,GP2,PAULGAGN,,11/13/22
"13,217",,,"Galvanized pipe with fitting and hanger, 3/4""",0,Average,1,19.98,0,19.98,,0.41,24.47,40,Percent,0,Yes,24.47,Yes,No,PLM,GP3/4,PAULGAGN,,11/13/22
"13,218",,,Grease interceptor - 1300 gallon,0,Average,1,"7,044.79",0,"7,044.79",,359.06,8884.63,10,Percent,0,Yes,"8,884.63",Yes,No,PLM,GRI,PAULGAGN,,11/13/22
"13,219",,,Grease separator - small,0,Average,1,"1,169.44",0,"1,169.44",,64.47,1480.69,10,Percent,0,Yes,"1,480.69",Yes,No,PLM,GRI<,PAULGAGN,,11/13/22
"13,220",,,Gas solenoid valve,0,Average,1,332.26,0,332.26,,21.33,424.31,50,Percent,0,Yes,424.31,Yes,No,PLM,GSV,PAULGAGN,,11/13/22
"13,221",,,"Gate valve - 1""",0,Average,1,71.56,0,71.56,,1.96,88.24,50,Percent,0,Yes,88.24,Yes,No,PLM,GV1,PAULGAGN,,11/13/22
"13,222",,,"Gate valve - 1/2""",0,Average,1,62.44,0,62.44,,1.08,76.24,50,Percent,0,Yes,76.24,Yes,No,PLM,GV1/2,PAULGAGN,,11/13/22
"13,223",,,"Gate valve - 3""",0,Average,1,512.75,0,512.75,,38.83,661.9,50,Percent,0,Yes,661.9,Yes,No,PLM,GV3,PAULGAGN,,11/13/22
"13,224",,,"Gate valve - 3/4""",0,Average,1,65.4,0,65.4,,1.37,80.13,50,Percent,0,Yes,80.13,Yes,No,PLM,GV3/4,PAULGAGN,,11/13/22
"13,225",,,"Globe valve- flanged - 2 way - 3""",0,Average,1,"1,608.11",0,"1,608.11",,124.16,2078.73,50,Percent,0,Yes,"2,078.73",Yes,No,PLM,GVF3,PAULGAGN,,11/13/22
"13,226",,,"Globe valve- flanged - 2 way - 4""",0,Average,1,"2,075.16",0,"2,075.16",,166.71,2690.25,50,Percent,0,Yes,"2,690.25",Yes,No,PLM,GVF4,PAULGAGN,,11/13/22
"13,227",,,"Globe valve- flanged - 2 way - 6""",0,Average,1,"3,728.35",0,"3,728.35",,323.19,4861.86,50,Percent,0,Yes,"4,861.86",Yes,No,PLM,GVF6,PAULGAGN,,11/13/22
"13,228",,,"Globe valve- flanged - 2 way - 8""",0,Average,1,"4,754.65",0,"4,754.65",,418.98,6208.35,50,Percent,0,Yes,"6,208.35",Yes,No,PLM,GVF8,PAULGAGN,,11/13/22
"13,229",,,"Globe mixing valve - flanged - 3 way - 6""",0,Average,1,"4,853.64",0,"4,853.64",,412.36,6319.2,50,Percent,0,Yes,"6,319.20",Yes,No,PLM,GVFM6,PAULGAGN,,11/13/22
"13,230",,,"Hammer arrester - 1""",0,Average,1,156.27,0,156.27,,13.57,203.82,50,Percent,0,Yes,203.82,Yes,No,PLM,HA1,PAULGAGN,,11/13/22
"13,231",,,"Hammer arrester - 1/2""",0,Average,1,35.02,0,35.02,,1.82,44.22,50,Percent,0,Yes,44.22,Yes,No,PLM,HA1/2,PAULGAGN,,11/13/22
"13,232",,,Instant hot water dispenser,0,Average,1,451.61,0,451.61,,22.49,568.92,20,Percent,0,Yes,568.92,Yes,No,PLM,HD,PAULGAGN,,11/13/22
"13,233",,,Instant hot water dispenser - Standard grade,0,Average,1,388.92,0,388.92,,16.41,486.39,20,Percent,0,Yes,486.39,Yes,No,PLM,HD-,PAULGAGN,,11/13/22
"13,234",,,Instant hot water dispenser - High grade,0,Average,1,549.41,0,549.41,,31.97,697.66,20,Percent,0,Yes,697.66,Yes,No,PLM,HD+,PAULGAGN,,11/13/22
"13,235",,,Instant hot water dispenser - Premium grade,0,Average,1,715.1,0,715.1,,48.04,915.76,20,Percent,0,Yes,915.76,Yes,No,PLM,HD++,PAULGAGN,,11/13/22
"13,236",,,Jetted tub - Acrylic,0,Average,1,"2,343.45",0,"2,343.45",,145.44,2986.65,50,Percent,0,Yes,"2,986.65",Yes,No,PLM,JT,PAULGAGN,,11/13/22
"13,237",,,Jetted tub - Acrylic - Standard grade,0,Average,1,"1,827.45",0,"1,827.45",,95.42,2307.43,50,Percent,0,Yes,"2,307.43",Yes,No,PLM,JT-,PAULGAGN,,11/13/22
"13,238",,,Jetted tub - Acrylic - High grade,0,Average,1,"3,280.45",0,"3,280.45",,236.29,4220.08,50,Percent,0,Yes,"4,220.08",Yes,No,PLM,JT+,PAULGAGN,,11/13/22
"13,239",,,Jetted tub - Acrylic - Premium grade,0,Average,1,"4,767.45",0,"4,767.45",,380.45,6177.48,50,Percent,0,Yes,"6,177.48",Yes,No,PLM,JT++,PAULGAGN,,11/13/22
"13,240",,,Jetted tub - Acrylic - corner unit,0,Average,1,"3,466.99",0,"3,466.99",,237.26,4445.11,50,Percent,0,Yes,"4,445.11",Yes,No,PLM,JTCNR,PAULGAGN,,11/13/22
"13,241",,,Jetted tub - Acrylic - corner unit - Standard grade,0,Average,1,"2,382.99",0,"2,382.99",,132.16,3018.19,50,Percent,0,Yes,"3,018.19",Yes,No,PLM,JTCNR-,PAULGAGN,,11/13/22
"13,242",,,Jetted tub - Acrylic - corner unit - High grade,0,Average,1,"4,319.99",0,"4,319.99",,319.95,5567.94,50,Percent,0,Yes,"5,567.94",Yes,No,PLM,JTCNR+,PAULGAGN,,11/13/22
"13,243",,,Jetted tub - Acrylic - corner unit - Premium grade,0,Average,1,"5,297.99",0,"5,297.99",,414.77,6855.32,50,Percent,0,Yes,"6,855.32",Yes,No,PLM,JTCNR++,PAULGAGN,,11/13/22
"13,244",,,Jetted tub faucet,0,Average,1,365.05,0,365.05,,19.97,462.04,20,Percent,0,Yes,462.04,Yes,No,PLM,JTFAU,PAULGAGN,,11/13/22
"13,245",,,Jetted tub faucet - High grade,0,Average,1,419.78,0,419.78,,25.27,534.07,20,Percent,0,Yes,534.07,Yes,No,PLM,JTFAU+,PAULGAGN,,11/13/22
"13,246",,,Jetted tub - Acrylic - Detach & reset,0,Average,1,608.8,0,608.8,,0,730.56,0,Percent,0,Yes,730.56,Yes,No,PLM,JTRS,PAULGAGN,,11/13/22
"13,247",,,Plumber - per hour,0,Average,1,121.38,0,121.38,,0,145.66,0,Percent,0,Yes,145.66,Yes,No,PLM,LAB,PAULGAGN,,11/13/22
"13,248",,,Plumber - General Laborer - per hour,0,Average,1,51.9,0,51.9,,0,62.28,0,Percent,0,Yes,62.28,Yes,No,PLM,LABL,PAULGAGN,,11/13/22
"13,249",,,Laundry drip pan - single appliance pan - Plastic,0,Average,1,102.39,0,102.39,,2.67,126.08,18,Percent,0,Yes,126.08,Yes,No,PLM,LDP,PAULGAGN,,11/13/22
"13,250",,,Laundry drip pan - single appliance pan - Acrylic,0,Average,1,149.4,0,149.4,,7.23,187.95,18,Percent,0,Yes,187.95,Yes,No,PLM,LDP+,PAULGAGN,,11/13/22
"13,251",,,Laundry drip pan - double appliance pan - Acrylic,0,Average,1,246.46,0,246.46,,13.48,311.94,18,Percent,0,Yes,311.94,Yes,No,PLM,LDP2+,PAULGAGN,,11/13/22
"13,252",,,Fee to detect underslab leak,0,Average,1,300,0,300,,0,360,0,Percent,0,Yes,360,Yes,No,PLM,LEAK,PAULGAGN,,11/13/22
"13,253",,,Lint interceptor - Commercial,0,Average,1,"5,920.45",0,"5,920.45",,375.49,7555.14,10,Percent,0,Yes,"7,555.14",Yes,No,PLM,LINTC,PAULGAGN,,11/13/22
"13,254",,,Laundry tub,0,Average,1,393.17,0,393.17,,9.86,483.65,50,Percent,0,Yes,483.65,Yes,No,PLM,LTUB,PAULGAGN,,11/13/22
"13,255",,,Laundry tub - Standard grade,0,Average,1,346.87,0,346.87,,5.37,422.7,50,Percent,0,Yes,422.7,Yes,No,PLM,LTUB-,PAULGAGN,,11/13/22
"13,256",,,Laundry tub - High grade,0,Average,1,505.99,0,505.99,,17.41,628.08,50,Percent,0,Yes,628.08,Yes,No,PLM,LTUB+,PAULGAGN,,11/13/22
"13,257",,,Laundry tub - Premium grade,0,Average,1,628.22,0,628.22,,29.26,788.98,50,Percent,0,Yes,788.98,Yes,No,PLM,LTUB++,PAULGAGN,,11/13/22
"13,258",,,Laundry tub - Detach & reset,0,Average,1,321,0,321,,0,385.2,0,Percent,0,Yes,385.2,Yes,No,PLM,LTUBRS,PAULGAGN,,11/13/22
"13,259",,,Plumbing - Labor Minimum,0,Average,1,303.45,0,303.45,,0,364.15,0,Percent,0,Yes,364.15,Yes,No,PLM,MN,PAULGAGN,,11/13/22
"13,260",,,"Mixing valve - brass - 1/2""",0,Average,1,188.46,0,188.46,,10.49,238.75,70,Percent,0,Yes,238.75,Yes,No,PLM,MV1/2,PAULGAGN,,11/13/22
