#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"14,949",,,"Flat roof exhaust vent / cap - gooseneck 12""",0.00,Average,1.00,151.10,0.00,151.10,EA,,Remove and Replace,21.47,14.91,76.72,38.00,0.00,0.00,RFGMN-A,3.04,184.96,35.00,Percent,0.00,Yes,184.96,Yes,No,RFG,VFGN12,PAULGAGN,,11/13/2022
"14,950",,,Valley metal,0.00,Average,0.00,0.00,0.00,10.34,LF,,Remove and Replace,1.47,1.02,5.32,2.53,0.00,0.00,RFGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,RFG,VMTL,PAULGAGN,,11/13/2022
"14,951",,,Valley metal - copper,0.00,Average,0.00,0.00,0.00,25.32,LF,,Remove and Replace,1.47,1.02,5.32,17.51,0.00,0.00,RFGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,RFG,VMTLC,PAULGAGN,,11/13/2022
"14,952",,,Valley metal - painted,0.00,Average,0.00,0.00,0.00,10.77,LF,,Remove and Replace,1.47,1.02,5.32,2.96,0.00,0.00,RFGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,RFG,VMTLP,PAULGAGN,,11/13/2022
"14,953",,,Valley metal - (W) profile,0.00,Average,0.00,0.00,0.00,11.17,LF,,Remove and Replace,1.47,1.02,5.32,3.32,0.00,0.04,RFGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,RFG,VMTLW,PAULGAGN,,11/13/2022
"14,954",,,Valley metal - (W) profile - painted,0.00,Average,0.00,0.00,0.00,12.12,LF,,Remove and Replace,1.47,1.02,5.32,4.31,0.00,0.00,RFGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,RFG,VMTLWP,PAULGAGN,,11/13/2022
"14,955",,,Roofing - walkway boards,0.00,Average,0.00,0.00,0.00,5.80,SF,,Replace,1.07,0.79,2.59,1.35,0.00,0.00,RFGMMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WALK,PAULGAGN,,11/13/2022
"14,956",,,Water barrier membrane - Mod. bitumen - entire surface,0.00,Average,0.00,0.00,0.00,1.30,SF,,Replace,0.11,0.09,0.53,0.57,0.00,0.00,RFGMN-A,0.00,0,30.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WB,PAULGAGN,,11/13/2022
"14,957",,,"Water barrier joint taping - Mod. bitumen - 4"" seam tape",0.00,Average,0.00,0.00,0.00,0.48,SF,,Replace,0.06,0.05,0.30,0.07,0.00,0.00,RFGMN-A,0.00,0,30.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WBT,PAULGAGN,,11/13/2022
"14,958",,,"Wood shakes - medium (1/2"") hand split",0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSHK,PAULGAGN,,11/13/2022
"14,959",,,"Wood shakes - medium (1/2"") hand split",0.00,Average,0.00,0.00,0.00,"1,295.19",SQ,,Replace,88.78,65.72,413.08,727.61,0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSHK,PAULGAGN,,11/13/2022
"14,960",,,"Wood shakes - heavy (3/4"") hand split",0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSHK+,PAULGAGN,,11/13/2022
"14,961",,,"Wood shakes - heavy (3/4"") hand split",0.00,Average,0.00,0.00,0.00,"1,525.55",SQ,,Replace,93.61,69.30,435.59,927.05,0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSHK+,PAULGAGN,,11/13/2022
"14,962",,,"Wood shakes - medium (1/2"") hand split (per SHAKE)",0.00,Average,1.00,13.23,0.00,13.23,EA,,Remove,2.07,1.53,9.63,0.00,0.00,0.00,RFGMN-A,0.00,15.87,40.00,Percent,0.00,Yes,15.87,Yes,No,RFG,WSHKE,PAULGAGN,,11/13/2022
"14,963",,,"Wood shakes - medium (1/2"") hand split (per SHAKE)",0.00,Average,1.00,28.57,0.00,28.57,EA,,Replace,4.11,3.05,19.15,2.26,0.00,0.00,RFGMN-A,0.18,34.51,40.00,Percent,0.00,Yes,34.51,Yes,No,RFG,WSHKE,PAULGAGN,,11/13/2022
"14,964",,,"Wood shakes - heavy (3/4"") hand split (per SHAKE)",0.00,Average,1.00,13.23,0.00,13.23,EA,,Remove,2.07,1.53,9.63,0.00,0.00,0.00,RFGMN-A,0.00,15.87,40.00,Percent,0.00,Yes,15.87,Yes,No,RFG,WSHKE+,PAULGAGN,,11/13/2022
"14,965",,,"Wood shakes - heavy (3/4"") hand split (per SHAKE)",0.00,Average,1.00,30.60,0.00,30.60,EA,,Replace,4.33,3.21,20.15,2.91,0.00,0.00,RFGMN-A,0.23,36.99,40.00,Percent,0.00,Yes,36.99,Yes,No,RFG,WSHKE+,PAULGAGN,,11/13/2022
"14,966",,,"Wood shakes - medium (1/2"") hand split - fire resistant",0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSHKR,PAULGAGN,,11/13/2022
"14,967",,,"Wood shakes - medium (1/2"") hand split - fire resistant",0.00,Average,0.00,0.00,0.00,"1,636.95",SQ,,Replace,88.78,65.72,413.08,"1,069.37",0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSHKR,PAULGAGN,,11/13/2022
"14,968",,,"Wood shakes - heavy (3/4"") hand split - fire resistant",0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSHKR+,PAULGAGN,,11/13/2022
"14,969",,,"Wood shakes - heavy (3/4"") hand split - fire resistant",0.00,Average,0.00,0.00,0.00,"1,767.87",SQ,,Replace,93.61,69.30,435.59,"1,169.37",0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSHKR+,PAULGAGN,,11/13/2022
"14,970",,,Wood shakes - medium hand split - fire resist. (per SHAKE),0.00,Average,1.00,13.23,0.00,13.23,EA,,Remove,2.07,1.53,9.63,0.00,0.00,0.00,RFGMN-A,0.00,15.87,40.00,Percent,0.00,Yes,15.87,Yes,No,RFG,WSHKRE,PAULGAGN,,11/13/2022
"14,971",,,Wood shakes - medium hand split - fire resist. (per SHAKE),0.00,Average,1.00,29.69,0.00,29.69,EA,,Replace,4.11,3.05,19.15,3.38,0.00,0.00,RFGMN-A,0.27,35.96,40.00,Percent,0.00,Yes,35.96,Yes,No,RFG,WSHKRE,PAULGAGN,,11/13/2022
"14,972",,,Wood shakes - heavy hand split - fire resist. (per SHAKE),0.00,Average,1.00,13.23,0.00,13.23,EA,,Remove,2.07,1.53,9.63,0.00,0.00,0.00,RFGMN-A,0.00,15.87,40.00,Percent,0.00,Yes,15.87,Yes,No,RFG,WSHKRE+,PAULGAGN,,11/13/2022
"14,973",,,Wood shakes - heavy hand split - fire resist. (per SHAKE),0.00,Average,1.00,31.40,0.00,31.40,EA,,Replace,4.33,3.21,20.15,3.71,0.00,0.00,RFGMN-A,0.30,38.04,40.00,Percent,0.00,Yes,38.04,Yes,No,RFG,WSHKRE+,PAULGAGN,,11/13/2022
"14,974",,,"Tear off, haul and dispose of wood shakes/shingles",0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSRMV,PAULGAGN,,11/13/2022
"14,975",,,Tear off wood shakes/shingles (no haul off),0.00,Average,0.00,0.00,0.00,74.47,SQ,,Remove,30.16,17.51,26.80,0.00,0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSRMVN,PAULGAGN,,11/13/2022
"14,976",,,Wood shakes/shingles - tapersawn - #1 cedar,0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTP,PAULGAGN,,11/13/2022
"14,977",,,Wood shakes/shingles - tapersawn - #1 cedar,0.00,Average,0.00,0.00,0.00,"1,474.28",SQ,,Replace,93.12,68.94,433.31,878.91,0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTP,PAULGAGN,,11/13/2022
"14,978",,,Wood shakes/shingles - tapersawn - #1 cedar (per SHINGLE),0.00,Average,1.00,13.23,0.00,13.23,EA,,Remove,2.07,1.53,9.63,0.00,0.00,0.00,RFGMN-A,0.00,15.87,40.00,Percent,0.00,Yes,15.87,Yes,No,RFG,WSTPE,PAULGAGN,,11/13/2022
"14,979",,,Wood shakes/shingles - tapersawn - #1 cedar (per SHINGLE),0.00,Average,1.00,29.14,0.00,29.14,EA,,Replace,4.11,3.05,19.15,2.83,0.00,0.00,RFGMN-A,0.23,35.23,40.00,Percent,0.00,Yes,35.23,Yes,No,RFG,WSTPE,PAULGAGN,,11/13/2022
"14,980",,,Wood shake/shingles - tapersawn - fire resist. - #1 cedar,0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTPR,PAULGAGN,,11/13/2022
"14,981",,,Wood shake/shingles - tapersawn - fire resist. - #1 cedar,0.00,Average,0.00,0.00,0.00,"1,655.95",SQ,,Replace,93.12,68.94,433.31,"1,060.58",0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTPR,PAULGAGN,,11/13/2022
"14,982",,,Wood shakes/shingles - tapersawn - fire res. (per SHINGLE),0.00,Average,1.00,13.23,0.00,13.23,EA,,Remove,2.07,1.53,9.63,0.00,0.00,0.00,RFGMN-A,0.00,15.87,40.00,Percent,0.00,Yes,15.87,Yes,No,RFG,WSTPRE,PAULGAGN,,11/13/2022
"14,983",,,Wood shakes/shingles - tapersawn - fire res. (per SHINGLE),0.00,Average,1.00,29.74,0.00,29.74,EA,,Replace,4.11,3.05,19.15,3.43,0.00,0.00,RFGMN-A,0.27,36.01,40.00,Percent,0.00,Yes,36.01,Yes,No,RFG,WSTPRE,PAULGAGN,,11/13/2022
"14,984",,,Wood shake/shgles- tapersawn- fire resist-#1 cedar-no felt,0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTPRW,PAULGAGN,,11/13/2022
"14,985",,,Wood shake/shgles- tapersawn- fire resist-#1 cedar-no felt,0.00,Average,0.00,0.00,0.00,"1,591.47",SQ,,Replace,85.91,63.60,399.76,"1,042.20",0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTPRW,PAULGAGN,,11/13/2022
"14,986",,,Wood shakes/shingles - tapersawn - #1 cedar - no felt,0.00,Average,0.00,0.00,0.00,118.07,SQ,,Remove,37.01,21.48,32.89,0.00,26.69,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTPW,PAULGAGN,,11/13/2022
"14,987",,,Wood shakes/shingles - tapersawn - #1 cedar - no felt,0.00,Average,0.00,0.00,0.00,"1,409.80",SQ,,Replace,85.91,63.60,399.76,860.53,0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTPW,PAULGAGN,,11/13/2022
"14,988",,,Wood shake/shingle starter,0.00,Average,0.00,0.00,0.00,15.27,LF,,Replace,0.93,0.69,4.33,9.32,0.00,0.00,RFGMN-A,0.00,0,40.00,Percent,0.00,Yes,0.00,Yes,No,RFG,WSTR,PAULGAGN,,11/13/2022
"14,989",,,Zinc strips - algae/moss prevention,0.00,Average,0.00,0.00,0.00,4.59,LF,,Remove and Replace,0.70,0.48,2.43,0.98,0.00,0.00,RFGMN-A,0.00,0,35.00,Percent,0.00,Yes,0.00,Yes,No,RFG,ZS,PAULGAGN,,11/13/2022
"14,990",,,Scaffolding (Agreed Price),0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,AGP,PAULGAGN,,11/13/2022
"14,991",,,Scaffolding (Bid Item),0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,BIDITM,PAULGAGN,,11/13/2022
"14,992",,,Bosun swing scaffolding,0.00,Average,0.00,0.00,0.00,107.10,HR,,Replace,48.15,21.34,34.72,0.00,2.89,0.00,SCFMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,BSW,PAULGAGN,,11/13/2022
"14,994",,,Scaffolding Setup & Take down - per hour,0.00,Average,0.00,0.00,0.00,77.07,HR,,Replace,31.01,18.00,28.06,0.00,0.00,0.00,SCFMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,LAB,PAULGAGN,,11/13/2022
"14,995",,,40' aluminum extension ladder (per day),0.00,Average,0.00,0.00,0.00,51.68,DA,,Replace,0.00,0.00,0.00,0.00,51.68,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,LDR40,PAULGAGN,,11/13/2022
"14,996",,,40' aluminum extension ladder (per week),0.00,Average,0.00,0.00,0.00,171.67,WK,,Replace,0.00,0.00,0.00,0.00,171.67,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,LDR40W,PAULGAGN,,11/13/2022
"14,997",,,Two ladders with jacks and plank (per day),0.00,Average,0.00,0.00,0.00,130.33,DA,,Replace,0.00,0.00,0.00,0.00,130.33,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,LJ,PAULGAGN,,11/13/2022
"14,998",,,Two ladders with jacks and plank (per week),0.00,Average,0.00,0.00,0.00,399.90,WK,,Replace,0.00,0.00,0.00,0.00,399.90,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,LJW,PAULGAGN,,11/13/2022
"14,999",,,Scaffold - Labor Minimum,0.00,Average,1.00,115.72,0.00,115.72,EA,,Replace,46.56,27.03,42.13,0.00,0.00,0.00,SCFMN-A,0.00,138.86,0.00,Percent,0.00,Yes,138.86,Yes,No,SCF,MN,PAULGAGN,,11/13/2022
"15,000",,,Scaffolding (Paid Bill),0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,PDB,PAULGAGN,,11/13/2022
"15,001",,,Pump jack system (per day),0.00,Average,0.00,0.00,0.00,116.25,DA,,Replace,0.00,0.00,0.00,0.00,116.25,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,PJS,PAULGAGN,,11/13/2022
"15,002",,,Pump jack system (per week),0.00,Average,0.00,0.00,0.00,314.50,WK,,Replace,0.00,0.00,0.00,0.00,314.50,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,PJSW,PAULGAGN,,11/13/2022
"15,003",,,Scaffold - per section (per day),0.00,Average,0.00,0.00,0.00,26.65,DA,,Replace,0.00,0.00,0.00,0.00,26.65,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,RENTD,PAULGAGN,,11/13/2022
"15,004",,,Scaffold - per section (per month),0.00,Average,0.00,0.00,0.00,112.88,MO,,Replace,0.00,0.00,0.00,0.00,111.31,1.57,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,RENTM,PAULGAGN,,11/13/2022
"15,005",,,Scaffold - per section (per week),0.00,Average,0.00,0.00,0.00,60.43,WK,,Replace,0.00,0.00,0.00,0.00,60.43,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,RENTW,PAULGAGN,,11/13/2022
"15,006",,,Scaffold - per section - frame only (per day),0.00,Average,0.00,0.00,0.00,13.21,DA,,Replace,0.00,0.00,0.00,0.00,13.21,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,RNTFD,PAULGAGN,,11/13/2022
"15,007",,,Scaffold - per section - frame only (per month),0.00,Average,0.00,0.00,0.00,51.89,MO,,Replace,0.00,0.00,0.00,0.00,51.89,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,RNTFM,PAULGAGN,,11/13/2022
"15,008",,,Scaffold - per section - frame only (per week),0.00,Average,0.00,0.00,0.00,26.58,WK,,Replace,0.00,0.00,0.00,0.00,26.58,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,RNTFW,PAULGAGN,,11/13/2022
"15,009",,,Fall protection harness and lanyard - per day,0.00,Average,0.00,0.00,0.00,8.00,DA,,Replace,0.00,0.00,0.00,0.00,8.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,RNTHLD,PAULGAGN,,11/13/2022
"15,010",,,Fall protection harness and lanyard - per week,0.00,Average,0.00,0.00,0.00,22.00,WK,,Replace,0.00,0.00,0.00,0.00,22.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,RNTHLW,PAULGAGN,,11/13/2022
"15,011",,,Labor to set up and take down scaffold - per section,0.00,Average,1.00,83.93,0.00,83.93,EA,,Replace,21.24,12.33,19.22,0.00,0.00,31.14,SCFMN-A,0.00,100.71,0.00,Percent,0.00,Yes,100.71,Yes,No,SCF,SECT,PAULGAGN,,11/13/2022
"15,012",,,Swing scaffolding - up to a 45' platform,0.00,Average,0.00,0.00,0.00,"18,768.34",MO,,Replace,"8,025.00","3,556.67","5,786.67",0.00,"1,400.00",0.00,SCFMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SCF,SWSC,PAULGAGN,,11/13/2022
"15,013",,,Swing scaffolding set up and dismantle fee,0.00,Average,1.00,"3,000.00",0.00,"3,000.00",EA,,Replace,0.00,0.00,0.00,0.00,"3,000.00",0.00,None,0.00,3600,0.00,Percent,0.00,Yes,"3,600.00",Yes,No,SCF,SWSCS,PAULGAGN,,11/13/2022
"15,014",,,"Siding trim - 1"" x 2"" fir re-sawn",0.00,Average,0.00,0.00,0.00,7.08,LF,,Remove and Replace,1.86,0.93,3.72,0.57,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,1X2FR,PAULGAGN,,11/13/2022
"15,015",,,"Siding - cedar slat, 1"" x 4"" over plywood (excludes ply)",0.00,Average,0.00,0.00,0.00,11.17,SF,,Remove and Replace,2.12,1.05,4.29,3.71,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,1X4,PAULGAGN,,11/13/2022
"15,016",,,"Siding trim - 1"" x 4"" fiber cement trim board",0.00,Average,0.00,0.00,0.00,9.55,LF,,Remove and Replace,2.19,1.07,4.52,1.77,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,1X4FC,PAULGAGN,,11/13/2022
"15,017",,,"Siding trim - 1"" x 4"" hardboard trim board",0.00,Average,0.00,0.00,0.00,9.41,LF,,Remove and Replace,2.19,1.07,4.52,1.63,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,1X4HB,PAULGAGN,,11/13/2022
"15,018",,,"Siding trim - 1"" x 6"" fiber cement trim board",0.00,Average,0.00,0.00,0.00,11.22,LF,,Remove and Replace,2.38,1.17,4.94,2.73,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,1X6FC,PAULGAGN,,11/13/2022
"15,019",,,"Siding trim - 1"" x 6"" hardboard trim board",0.00,Average,0.00,0.00,0.00,10.98,LF,,Remove and Replace,2.38,1.17,4.94,2.49,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,1X6HB,PAULGAGN,,11/13/2022
"15,020",,,"Siding trim - 1"" x 8"" fiber cement trim board",0.00,Average,0.00,0.00,0.00,12.44,LF,,Remove and Replace,2.62,1.28,5.46,3.08,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,1X8FC,PAULGAGN,,11/13/2022
"15,021",,,"Siding trim - 1"" x 8"" hardboard trim board",0.00,Average,0.00,0.00,0.00,12.63,LF,,Remove and Replace,2.62,1.28,5.46,3.27,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,1X8HB,PAULGAGN,,11/13/2022
"15,022",,,Siding (Agreed Price),0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SDG,AGP,PAULGAGN,,11/13/2022
"15,023",,,Tear off asbestos siding (no haul off),0.00,Average,0.00,0.00,0.00,5.23,SF,,Remove,1.37,0.66,3.02,0.18,0.00,0.00,SDGMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SDG,ASBRMV,PAULGAGN,,11/13/2022
"15,024",,,Siding - board & batten - pine or equal,0.00,Average,0.00,0.00,0.00,7.90,SF,,Remove and Replace,1.39,0.70,2.68,3.13,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BAB,PAULGAGN,,11/13/2022
"15,025",,,Siding - board & batten - cedar,0.00,Average,0.00,0.00,0.00,11.90,SF,,Remove and Replace,1.39,0.70,2.68,7.13,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BABC,PAULGAGN,,11/13/2022
"15,026",,,Siding - board & batten - redwood,0.00,Average,0.00,0.00,0.00,12.67,SF,,Remove and Replace,1.39,0.70,2.68,7.90,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BABR,PAULGAGN,,11/13/2022
"15,027",,,Siding - beveled - pine or equal (clapboard),0.00,Average,0.00,0.00,0.00,9.56,SF,,Remove and Replace,1.66,0.83,3.28,3.79,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BEV,PAULGAGN,,11/13/2022
"15,028",,,Siding - beveled - cedar (clapboard),0.00,Average,0.00,0.00,0.00,11.66,SF,,Remove and Replace,1.66,0.83,3.28,5.89,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BEVC,PAULGAGN,,11/13/2022
"15,029",,,Siding - beveled - fiber-cement (clapboard),0.00,Average,0.00,0.00,0.00,8.29,SF,,Remove and Replace,1.66,0.83,3.28,2.52,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BEVFC,PAULGAGN,,11/13/2022
"15,030",,,Siding - beveled - redwood (clapboard),0.00,Average,0.00,0.00,0.00,12.44,SF,,Remove and Replace,1.66,0.83,3.28,6.67,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BEVR,PAULGAGN,,11/13/2022
"15,031",,,Siding (Bid Item),0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BIDITM,PAULGAGN,,11/13/2022
"15,032",,,Siding - board on board - pine or equal,0.00,Average,0.00,0.00,0.00,8.05,SF,,Remove and Replace,1.35,0.68,2.59,3.43,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BOB,PAULGAGN,,11/13/2022
"15,033",,,Siding - board on board - cedar,0.00,Average,0.00,0.00,0.00,11.67,SF,,Remove and Replace,1.35,0.68,2.59,7.05,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BOBC,PAULGAGN,,11/13/2022
"15,034",,,Siding - board on board - redwood,0.00,Average,0.00,0.00,0.00,12.23,SF,,Remove and Replace,1.35,0.68,2.59,7.61,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,BOBR,PAULGAGN,,11/13/2022
"15,035",,,Caulking - silicone,0.00,Average,0.00,0.00,0.00,4.34,LF,,Replace,1.10,0.53,2.42,0.29,0.00,0.00,SDGMN-A,0.00,0,5.00,Percent,0.00,Yes,0.00,Yes,No,SDG,CLKS,PAULGAGN,,11/13/2022
"15,036",,,"Metal column cover - 18"" diameter (w/cap & base)",0.00,Average,0.00,0.00,0.00,111.27,LF,,Remove and Replace,6.71,3.44,11.98,89.14,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,COL>,PAULGAGN,,11/13/2022
"15,037",,,"Metal column cover - 24"" diameter (w/cap & base)",0.00,Average,0.00,0.00,0.00,171.83,LF,,Remove and Replace,6.71,3.44,11.98,149.70,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,COL>>,PAULGAGN,,11/13/2022
"15,038",,,Precast column cap,0.00,Average,1.00,179.53,0.00,179.53,EA,,Remove and Replace,43.28,22.70,64.86,48.69,0.00,0.00,MASMN-A,3.90,220.13,150.00,Percent,0.00,Yes,220.13,Yes,No,SDG,COLCAP,PAULGAGN,,11/13/2022
"15,039",,,"Fiberglass column cover - 12""",0.00,Average,0.00,0.00,0.00,93.23,LF,,Remove and Replace,5.75,2.95,10.27,74.26,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,COLF,PAULGAGN,,11/13/2022
"15,040",,,"Fiberglass column cover - 24""",0.00,Average,0.00,0.00,0.00,286.80,LF,,Remove and Replace,6.71,3.44,11.98,264.67,0.00,0.00,SDGMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,SDG,COLF>,PAULGAGN,,11/13/2022
"15,041",,,Siding - cedar shingle,0.00,Average,0.00,0.00,0.00,13.00,SF,,Remove and Replace,1.98,1.00,3.83,6.19,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,CSH,PAULGAGN,,11/13/2022
"15,042",,,Siding - cedar shingle - fancy cut,0.00,Average,0.00,0.00,0.00,14.72,SF,,Remove and Replace,1.98,1.00,3.83,7.91,0.00,0.00,SDGMN-A,0.00,0,100.00,Percent,0.00,Yes,0.00,Yes,No,SDG,CSH+,PAULGAGN,,11/13/2022
