#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"3,868",,,Clean lamp shade - leaded glass,0.00,Average,1.00,46.82,0.00,46.82,EA,,Replace,13.62,7.79,25.02,0.39,0.00,0.00,CLNMN-A,0.03,56.21,0.00,Percent,0.00,Yes,56.21,Yes,No,CLM,LMSHG,PAULGAGN,,11/2/2020
"3,869",,,Clean lamp shade - leaded glass - Light clean,0.00,Average,1.00,36.42,0.00,36.42,EA,,Replace,10.59,6.06,19.47,0.30,0.00,0.00,CLNMN-A,0.02,43.72,0.00,Percent,0.00,Yes,43.72,Yes,No,CLM,LMSHG-,PAULGAGN,,11/2/2020
"3,870",,,Clean lamp shade - leaded glass - Heavy clean,0.00,Average,1.00,59.71,0.00,59.71,EA,,Replace,17.34,9.92,31.86,0.59,0.00,0.00,CLNMN-A,0.05,71.72,0.00,Percent,0.00,Yes,71.72,Yes,No,CLM,LMSHG+,PAULGAGN,,11/2/2020
"3,871",,,Clean lamp shade - plastic / smooth glass - Light clean,0.00,Average,1.00,18.36,0.00,18.36,EA,,Replace,5.30,3.03,9.73,0.30,0.00,0.00,CLNMN-A,0.02,22.06,0.00,Percent,0.00,Yes,22.06,Yes,No,CLM,LMSHP-,PAULGAGN,,11/2/2020
"3,872",,,Clean lamp shade - plastic / smooth glass - Heavy clean,0.00,Average,1.00,30.14,0.00,30.14,EA,,Replace,8.67,4.96,15.92,0.59,0.00,0.00,CLNMN-A,0.05,36.23,0.00,Percent,0.00,Yes,36.23,Yes,No,CLM,LMSHP+,PAULGAGN,,11/2/2020
"3,873",,,Special - Clean/Restore lamps & vases - BID ONLY,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLM,REST,PAULGAGN,,11/2/2020
"3,874",,,Clean table lamp - crystal (no shade),0.00,Average,1.00,74.61,0.00,74.61,EA,,Replace,21.66,12.40,39.81,0.74,0.00,0.00,CLNMN-A,0.06,89.61,0.00,Percent,0.00,Yes,89.61,Yes,No,CLM,TLC,PAULGAGN,,11/2/2020
"3,875",,,Clean table lamp - crystal (no shade) - Light clean,0.00,Average,1.00,61.46,0.00,61.46,EA,,Replace,17.86,10.22,32.83,0.55,0.00,0.00,CLNMN-A,0.04,73.8,0.00,Percent,0.00,Yes,73.80,Yes,No,CLM,TLC-,PAULGAGN,,11/2/2020
"3,876",,,Clean table lamp - crystal (no shade) - Heavy clean,0.00,Average,1.00,102.75,0.00,102.75,EA,,Replace,29.81,17.06,54.78,1.10,0.00,0.00,CLNMN-A,0.09,123.42,0.00,Percent,0.00,Yes,123.42,Yes,No,CLM,TLC+,PAULGAGN,,11/2/2020
"3,877",,,Clean table lamp - flat finish (no shade),0.00,Average,1.00,49.13,0.00,49.13,EA,,Replace,14.29,8.18,26.27,0.39,0.00,0.00,CLNMN-A,0.03,58.98,0.00,Percent,0.00,Yes,58.98,Yes,No,CLM,TLF,PAULGAGN,,11/2/2020
"3,878",,,Clean table lamp - flat finish (no shade) - Light clean,0.00,Average,1.00,36.42,0.00,36.42,EA,,Replace,10.59,6.06,19.47,0.30,0.00,0.00,CLNMN-A,0.02,43.72,0.00,Percent,0.00,Yes,43.72,Yes,No,CLM,TLF-,PAULGAGN,,11/2/2020
"3,879",,,Clean table lamp - flat finish (no shade) - Heavy clean,0.00,Average,1.00,74.46,0.00,74.46,EA,,Replace,21.66,12.40,39.81,0.59,0.00,0.00,CLNMN-A,0.05,89.43,0.00,Percent,0.00,Yes,89.43,Yes,No,CLM,TLF+,PAULGAGN,,11/2/2020
"3,880",,,Clean table lamp - gloss finish (no shade),0.00,Average,1.00,36.51,0.00,36.51,EA,,Replace,10.59,6.06,19.47,0.39,0.00,0.00,CLNMN-A,0.03,43.84,0.00,Percent,0.00,Yes,43.84,Yes,No,CLM,TLG,PAULGAGN,,11/2/2020
"3,881",,,Clean table lamp - gloss finish (no shade) - Light clean,0.00,Average,1.00,23.52,0.00,23.52,EA,,Replace,6.81,3.90,12.51,0.30,0.00,0.00,CLNMN-A,0.02,28.24,0.00,Percent,0.00,Yes,28.24,Yes,No,CLM,TLG-,PAULGAGN,,11/2/2020
"3,882",,,Clean table lamp - gloss finish (no shade) - Heavy clean,0.00,Average,1.00,49.33,0.00,49.33,EA,,Replace,14.29,8.18,26.27,0.59,0.00,0.00,CLNMN-A,0.05,59.26,0.00,Percent,0.00,Yes,59.26,Yes,No,CLM,TLG+,PAULGAGN,,11/2/2020
"3,883",,,Clean vase - flat/etched finish,0.00,Average,1.00,16.67,0.00,16.67,EA,,Replace,4.77,2.73,8.76,0.39,0.00,0.02,CLNMN-A,0.03,20.04,0.00,Percent,0.00,Yes,20.04,Yes,No,CLM,VSF,PAULGAGN,,11/2/2020
"3,884",,,Clean vase - flat/etched finish - Light clean,0.00,Average,1.00,10.46,0.00,10.46,EA,,Replace,2.98,1.71,5.47,0.30,0.00,0.00,CLNMN-A,0.02,12.58,0.00,Percent,0.00,Yes,12.58,Yes,No,CLM,VSF-,PAULGAGN,,11/2/2020
"3,885",,,Clean vase - flat/etched finish - Heavy clean,0.00,Average,1.00,20.91,0.00,20.91,EA,,Replace,5.96,3.41,10.95,0.59,0.00,0.00,CLNMN-A,0.05,25.16,0.00,Percent,0.00,Yes,25.16,Yes,No,CLM,VSF+,PAULGAGN,,11/2/2020
"3,886",,,Clean vase - flat/etched finish - small,0.00,Average,1.00,12.01,0.00,12.01,EA,,Replace,3.41,1.95,6.26,0.39,0.00,0.00,CLNMN-A,0.03,14.44,0.00,Percent,0.00,Yes,14.44,Yes,No,CLM,VSF<,PAULGAGN,,11/2/2020
"3,887",,,Clean vase - flat/etched finish - small - Light clean,0.00,Average,1.00,8.42,0.00,8.42,EA,,Replace,2.38,1.36,4.38,0.30,0.00,0.00,CLNMN-A,0.02,10.12,0.00,Percent,0.00,Yes,10.12,Yes,No,CLM,VSF<-,PAULGAGN,,11/2/2020
"3,888",,,Clean vase - flat/etched finish - small - Heavy clean,0.00,Average,1.00,18.65,0.00,18.65,EA,,Replace,5.30,3.03,9.73,0.59,0.00,0.00,CLNMN-A,0.05,22.46,0.00,Percent,0.00,Yes,22.46,Yes,No,CLM,VSF<+,PAULGAGN,,11/2/2020
"3,889",,,Clean vase - flat/etched finish - large,0.00,Average,1.00,27.48,0.00,27.48,EA,,Replace,7.94,4.55,14.60,0.39,0.00,0.00,CLNMN-A,0.03,33.01,0.00,Percent,0.00,Yes,33.01,Yes,No,CLM,VSF>,PAULGAGN,,11/2/2020
"3,890",,,Clean vase - flat/etched finish - large - Light clean,0.00,Average,1.00,21.97,0.00,21.97,EA,,Replace,6.35,3.64,11.68,0.30,0.00,0.00,CLNMN-A,0.02,26.39,0.00,Percent,0.00,Yes,26.39,Yes,No,CLM,VSF>-,PAULGAGN,,11/2/2020
"3,891",,,Clean vase - flat/etched finish - large - Heavy clean,0.00,Average,1.00,33.14,0.00,33.14,EA,,Replace,9.53,5.46,17.52,0.59,0.00,0.04,CLNMN-A,0.05,39.83,0.00,Percent,0.00,Yes,39.83,Yes,No,CLM,VSF>+,PAULGAGN,,11/2/2020
"3,892",,,Clean vase - gloss finish,0.00,Average,1.00,10.55,0.00,10.55,EA,,Replace,2.98,1.71,5.47,0.39,0.00,0.00,CLNMN-A,0.03,12.7,0.00,Percent,0.00,Yes,12.70,Yes,No,CLM,VSG,PAULGAGN,,11/2/2020
"3,893",,,Clean vase - gloss finish - Light clean,0.00,Average,1.00,8.42,0.00,8.42,EA,,Replace,2.38,1.36,4.38,0.30,0.00,0.00,CLNMN-A,0.02,10.12,0.00,Percent,0.00,Yes,10.12,Yes,No,CLM,VSG-,PAULGAGN,,11/2/2020
"3,894",,,Clean vase - gloss finish - Heavy clean,0.00,Average,1.00,12.21,0.00,12.21,EA,,Replace,3.41,1.95,6.26,0.59,0.00,0.00,CLNMN-A,0.05,14.72,0.00,Percent,0.00,Yes,14.72,Yes,No,CLM,VSG+,PAULGAGN,,11/2/2020
"3,895",,,Clean vase - gloss finish - small,0.00,Average,1.00,7.08,0.00,7.08,EA,,Replace,1.99,1.14,3.65,0.30,0.00,0.00,CLNMN-A,0.02,8.52,0.00,Percent,0.00,Yes,8.52,Yes,No,CLM,VSG<,PAULGAGN,,11/2/2020
"3,896",,,Clean vase - gloss finish - small - Light clean,0.00,Average,1.00,5.34,0.00,5.34,EA,,Replace,1.49,0.85,2.74,0.26,0.00,0.00,CLNMN-A,0.02,6.42,0.00,Percent,0.00,Yes,6.42,Yes,No,CLM,VSG<-,PAULGAGN,,11/2/2020
"3,897",,,Clean vase - gloss finish - small - Heavy clean,0.00,Average,1.00,8.47,0.00,8.47,EA,,Replace,2.38,1.36,4.38,0.34,0.00,0.01,CLNMN-A,0.03,10.2,0.00,Percent,0.00,Yes,10.20,Yes,No,CLM,VSG<+,PAULGAGN,,11/2/2020
"3,898",,,Clean vase - gloss finish - large,0.00,Average,1.00,20.91,0.00,20.91,EA,,Replace,5.96,3.41,10.95,0.59,0.00,0.00,CLNMN-A,0.05,25.16,0.00,Percent,0.00,Yes,25.16,Yes,No,CLM,VSG>,PAULGAGN,,11/2/2020
"3,899",,,Clean vase - gloss finish - large - Light clean,0.00,Average,1.00,16.58,0.00,16.58,EA,,Replace,4.77,2.73,8.76,0.32,0.00,0.00,CLNMN-A,0.03,19.93,0.00,Percent,0.00,Yes,19.93,Yes,No,CLM,VSG>-,PAULGAGN,,11/2/2020
"3,900",,,Clean vase - gloss finish - large - Heavy clean,0.00,Average,1.00,27.88,0.00,27.88,EA,,Replace,7.94,4.55,14.60,0.79,0.00,0.00,CLNMN-A,0.06,33.54,0.00,Percent,0.00,Yes,33.54,Yes,No,CLM,VSG>+,PAULGAGN,,11/2/2020
"3,901",,,Clean vase - wicker,0.00,Average,1.00,36.51,0.00,36.51,EA,,Replace,10.59,6.06,19.47,0.39,0.00,0.00,CLNMN-A,0.03,43.84,0.00,Percent,0.00,Yes,43.84,Yes,No,CLM,VSW,PAULGAGN,,11/2/2020
"3,902",,,Clean vase - wicker - Light clean,0.00,Average,1.00,32.81,0.00,32.81,EA,,Replace,9.53,5.46,17.52,0.30,0.00,0.00,CLNMN-A,0.02,39.39,0.00,Percent,0.00,Yes,39.39,Yes,No,CLM,VSW-,PAULGAGN,,11/2/2020
"3,903",,,Clean vase - wicker - Heavy clean,0.00,Average,1.00,43.43,0.00,43.43,EA,,Replace,12.55,7.18,23.05,0.59,0.00,0.06,CLNMN-A,0.05,52.18,0.00,Percent,0.00,Yes,52.18,Yes,No,CLM,VSW+,PAULGAGN,,11/2/2020
"3,904",,,Clean vase - wicker - small,0.00,Average,1.00,12.01,0.00,12.01,EA,,Replace,3.41,1.95,6.26,0.39,0.00,0.00,CLNMN-A,0.03,14.44,0.00,Percent,0.00,Yes,14.44,Yes,No,CLM,VSW<,PAULGAGN,,11/2/2020
"3,905",,,Clean vase - wicker - small - Light clean,0.00,Average,1.00,8.42,0.00,8.42,EA,,Replace,2.38,1.36,4.38,0.30,0.00,0.00,CLNMN-A,0.02,10.12,0.00,Percent,0.00,Yes,10.12,Yes,No,CLM,VSW<-,PAULGAGN,,11/2/2020
"3,906",,,Clean vase - wicker - small - Heavy clean,0.00,Average,1.00,20.91,0.00,20.91,EA,,Replace,5.96,3.41,10.95,0.59,0.00,0.00,CLNMN-A,0.05,25.16,0.00,Percent,0.00,Yes,25.16,Yes,No,CLM,VSW<+,PAULGAGN,,11/2/2020
"3,907",,,Clean vase - wicker - large,0.00,Average,1.00,49.13,0.00,49.13,EA,,Replace,14.29,8.18,26.27,0.39,0.00,0.00,CLNMN-A,0.03,58.98,0.00,Percent,0.00,Yes,58.98,Yes,No,CLM,VSW>,PAULGAGN,,11/2/2020
"3,908",,,Clean vase - wicker - large - Light clean,0.00,Average,1.00,43.08,0.00,43.08,EA,,Replace,12.55,7.18,23.05,0.30,0.00,0.00,CLNMN-A,0.02,51.72,0.00,Percent,0.00,Yes,51.72,Yes,No,CLM,VSW>-,PAULGAGN,,11/2/2020
"3,909",,,Clean vase - wicker - large - Heavy clean,0.00,Average,1.00,57.61,0.00,57.61,EA,,Replace,16.72,9.57,30.73,0.59,0.00,0.00,CLNMN-A,0.05,69.2,0.00,Percent,0.00,Yes,69.20,Yes,No,CLM,VSW>+,PAULGAGN,,11/2/2020
"3,910",,,Clean window-mount/through-wall AC unit - Light,0.00,Average,1.00,21.85,0.00,21.85,EA,,Replace,6.39,3.66,11.74,0.06,0.00,0.00,CLNMN-A,0.00,26.23,0.00,Percent,0.00,Yes,26.23,Yes,No,CLN,ACW-,PAULGAGN,,11/2/2020
"3,911",,,Clean acoustic ceiling (popcorn) texture,0.00,Average,0.00,0.00,0.00,1.01,SF,,Replace,0.29,0.17,0.54,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,AC,PAULGAGN,,11/2/2020
"3,912",,,Clean air conditioning condenser unit,0.00,Average,1.00,126.59,0.00,126.59,EA,,Replace,36.66,20.98,67.37,1.58,0.00,0.00,CLNMN-A,0.13,152.06,0.00,Percent,0.00,Yes,152.06,Yes,No,CLN,ACCND,PAULGAGN,,11/2/2020
"3,913",,,Clean acoustic ceiling tile,0.00,Average,0.00,0.00,0.00,0.81,SF,,Replace,0.24,0.13,0.43,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,ACT,PAULGAGN,,11/2/2020
"3,914",,,Clean acoustic ceiling tile - Light,0.00,Average,0.00,0.00,0.00,0.61,SF,,Replace,0.18,0.10,0.32,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,ACT-,PAULGAGN,,11/2/2020
"3,915",,,Clean acoustic ceiling tile - Heavy,0.00,Average,0.00,0.00,0.00,1.01,SF,,Replace,0.29,0.17,0.54,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,ACT+,PAULGAGN,,11/2/2020
"3,916",,,Clean window-mount/through-wall AC unit,0.00,Average,1.00,33.53,0.00,33.53,EA,,Replace,9.78,5.60,17.97,0.18,0.00,0.00,CLNMN-A,0.01,40.24,0.00,Percent,0.00,Yes,40.24,Yes,No,CLN,ACW,PAULGAGN,,11/2/2020
"3,917",,,Clean window-mount/through-wall AC unit - Heavy,0.00,Average,1.00,47.98,0.00,47.98,EA,,Replace,13.97,7.99,25.67,0.35,0.00,0.00,CLNMN-A,0.03,57.61,0.00,Percent,0.00,Yes,57.61,Yes,No,CLN,ACW+,PAULGAGN,,11/2/2020
"3,918",,,Clean window mount/through-wall AC unit - int. & exterior,0.00,Average,1.00,80.02,0.00,80.02,EA,,Replace,23.46,13.43,43.12,0.01,0.00,0.00,CLNMN-A,0.00,96.02,0.00,Percent,0.00,Yes,96.02,Yes,No,CLN,ACW>,PAULGAGN,,11/2/2020
"3,919",,,Corrosion mitigation of window-mount/through-wall AC unit,0.00,Average,1.00,21.85,0.00,21.85,EA,,Replace,6.39,3.66,11.74,0.06,0.00,0.00,CLNMN-A,0.00,26.23,0.00,Percent,0.00,Yes,26.23,Yes,No,CLN,ACWM,PAULGAGN,,11/2/2020
"3,920",,,Clean ,0.00,Average,0.00,0.00,0.00,0.68,SF,,Replace,0.20,0.11,0.36,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,AV,PAULGAGN,,11/2/2020
"3,921",,,Clean  - Light,0.00,Average,0.00,0.00,0.00,0.51,SF,,Replace,0.15,0.08,0.27,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,AV-,PAULGAGN,,11/2/2020
"3,922",,,Clean  - Heavy,0.00,Average,0.00,0.00,0.00,0.84,SF,,Replace,0.24,0.14,0.45,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,AV+,PAULGAGN,,11/2/2020
"3,923",,,Clean hand textured ceiling,0.00,Average,0.00,0.00,0.00,0.78,SF,,Replace,0.23,0.13,0.41,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,AVT,PAULGAGN,,11/2/2020
"3,924",,,Clean exterior masonry - acid wash,0.00,Average,0.00,0.00,0.00,1.24,SF,,Replace,0.33,0.19,0.61,0.04,0.07,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,AW,PAULGAGN,,11/2/2020
"3,925",,,Clean exterior masonry - acid wash - Minimum charge,0.00,Average,1.00,294.20,0.00,294.20,EA,,Replace,69.73,39.91,128.14,5.84,50.58,0.00,CLNMN-A,0.47,353.61,0.00,Percent,0.00,Yes,353.61,Yes,No,CLN,AWMN,PAULGAGN,,11/2/2020
"3,926",,,Clean awning - alum./canvas/vinyl,0.00,Average,1.00,65.05,0.00,65.05,EA,,Replace,19.06,10.91,35.02,0.06,0.00,0.00,CLNMN-A,0.00,78.07,0.00,Percent,0.00,Yes,78.07,Yes,No,CLN,AWN,PAULGAGN,,11/2/2020
"3,927",,,Clean baseboard,0.00,Average,0.00,0.00,0.00,0.68,LF,,Replace,0.20,0.11,0.36,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,B,PAULGAGN,,11/2/2020
"3,928",,,Clean baseboard - Heavy,0.00,Average,0.00,0.00,0.00,0.96,LF,,Replace,0.28,0.16,0.51,0.01,0.00,0.00,CLNMN-A,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,CLN,B+,PAULGAGN,,11/2/2020
"3,929",,,Clean bath accessory,0.00,Average,1.00,13.64,0.00,13.64,EA,,Replace,3.97,2.27,7.30,0.10,0.00,0.00,CLNMN-A,0.01,16.37,0.00,Percent,0.00,Yes,16.37,Yes,No,CLN,BAC,PAULGAGN,,11/2/2020
"3,930",,,Clean bath accessory - Light,0.00,Average,1.00,9.83,0.00,9.83,EA,,Replace,2.86,1.64,5.25,0.08,0.00,0.00,CLNMN-A,0.01,11.8,0.00,Percent,0.00,Yes,11.80,Yes,No,CLN,BAC-,PAULGAGN,,11/2/2020
"3,931",,,Clean bath accessory - Heavy,0.00,Average,1.00,18.30,0.00,18.30,EA,,Replace,5.33,3.05,9.80,0.12,0.00,0.00,CLNMN-A,0.01,21.97,0.00,Percent,0.00,Yes,21.97,Yes,No,CLN,BAC+,PAULGAGN,,11/2/2020
"3,932",,,Corrosion mitigation of bath accessory,0.00,Average,1.00,9.83,0.00,9.83,EA,,Replace,2.86,1.64,5.25,0.08,0.00,0.00,CLNMN-A,0.01,11.8,0.00,Percent,0.00,Yes,11.80,Yes,No,CLN,BACM,PAULGAGN,,11/2/2020
"3,933",,,Clean balustrade,0.00,Average,1.00,5.04,0.00,5.04,LF,,Replace,1.47,0.84,2.70,0.03,0.00,0.00,CLNMN-A,0.00,6.04,0.00,Percent,0.00,Yes,6.04,Yes,No,CLN,BAL,PAULGAGN,,11/2/2020
"3,934",,,Clean balustrade - Heavy,0.00,Average,1.00,7.20,0.00,7.20,LF,,Replace,2.10,1.20,3.85,0.05,0.00,0.00,CLNMN-A,0.00,8.64,0.00,Percent,0.00,Yes,8.64,Yes,No,CLN,BAL+,PAULGAGN,,11/2/2020
"3,935",,,Clean light bar,0.00,Average,1.00,35.43,0.00,35.43,EA,,Replace,10.36,5.93,19.04,0.10,0.00,0.00,CLNMN-A,0.01,42.52,0.00,Percent,0.00,Yes,42.52,Yes,No,CLN,BAR,PAULGAGN,,11/2/2020
"3,936",,,Clean light bar - Light,0.00,Average,1.00,25.50,0.00,25.50,EA,,Replace,7.45,4.27,13.70,0.08,0.00,0.00,CLNMN-A,0.01,30.61,0.00,Percent,0.00,Yes,30.61,Yes,No,CLN,BAR-,PAULGAGN,,11/2/2020
"3,937",,,Clean light bar - Heavy,0.00,Average,1.00,47.75,0.00,47.75,EA,,Replace,13.97,7.99,25.67,0.12,0.00,0.00,CLNMN-A,0.01,57.32,0.00,Percent,0.00,Yes,57.32,Yes,No,CLN,BAR+,PAULGAGN,,11/2/2020
"3,938",,,Clean light bar - Small,0.00,Average,1.00,27.17,0.00,27.17,EA,,Replace,7.94,4.55,14.60,0.08,0.00,0.00,CLNMN-A,0.01,32.62,0.00,Percent,0.00,Yes,32.62,Yes,No,CLN,BAR<,PAULGAGN,,11/2/2020
"3,939",,,Clean light bar - Small - Light,0.00,Average,1.00,19.62,0.00,19.62,EA,,Replace,5.74,3.28,10.54,0.06,0.00,0.00,CLNMN-A,0.00,23.54,0.00,Percent,0.00,Yes,23.54,Yes,No,CLN,BAR<-,PAULGAGN,,11/2/2020
"3,940",,,Clean light bar - Small - Heavy,0.00,Average,1.00,36.46,0.00,36.46,EA,,Replace,10.67,6.10,19.60,0.09,0.00,0.00,CLNMN-A,0.01,43.77,0.00,Percent,0.00,Yes,43.77,Yes,No,CLN,BAR<+,PAULGAGN,,11/2/2020
"3,941",,,Corrosion mitigation of light bar - Small,0.00,Average,1.00,19.62,0.00,19.62,EA,,Replace,5.74,3.28,10.54,0.06,0.00,0.00,CLNMN-A,0.00,23.54,0.00,Percent,0.00,Yes,23.54,Yes,No,CLN,BAR<M,PAULGAGN,,11/2/2020
"3,942",,,Clean light bar - Large,0.00,Average,1.00,40.72,0.00,40.72,EA,,Replace,11.91,6.82,21.89,0.10,0.00,0.00,CLNMN-A,0.01,48.87,0.00,Percent,0.00,Yes,48.87,Yes,No,CLN,BAR>,PAULGAGN,,11/2/2020
"3,943",,,Clean light bar - Large - Light,0.00,Average,1.00,29.31,0.00,29.31,EA,,Replace,8.57,4.91,15.75,0.08,0.00,0.00,CLNMN-A,0.01,35.18,0.00,Percent,0.00,Yes,35.18,Yes,No,CLN,BAR>-,PAULGAGN,,11/2/2020
"3,944",,,Clean light bar - Large - Heavy,0.00,Average,1.00,54.18,0.00,54.18,EA,,Replace,15.85,9.07,29.13,0.13,0.00,0.00,CLNMN-A,0.01,65.03,0.00,Percent,0.00,Yes,65.03,Yes,No,CLN,BAR>+,PAULGAGN,,11/2/2020
"3,945",,,Corrosion mitigation of light bar - Large,0.00,Average,1.00,29.31,0.00,29.31,EA,,Replace,8.57,4.91,15.75,0.08,0.00,0.00,CLNMN-A,0.01,35.18,0.00,Percent,0.00,Yes,35.18,Yes,No,CLN,BAR>M,PAULGAGN,,11/2/2020
"3,946",,,Corrosion mitigation of light bar,0.00,Average,1.00,25.50,0.00,25.50,EA,,Replace,7.45,4.27,13.70,0.08,0.00,0.00,CLNMN-A,0.01,30.61,0.00,Percent,0.00,Yes,30.61,Yes,No,CLN,BARM,PAULGAGN,,11/2/2020
"3,947",,,Clean bathroom fixtures,0.00,Average,1.00,163.10,0.00,163.10,EA,,Replace,47.69,27.30,87.64,0.47,0.00,0.00,CLNMN-A,0.04,195.76,0.00,Percent,0.00,Yes,195.76,Yes,No,CLN,BATH,PAULGAGN,,11/2/2020
"3,948",,,Clean bathroom fixtures - Light,0.00,Average,1.00,117.36,0.00,117.36,EA,,Replace,34.31,19.63,63.04,0.38,0.00,0.00,CLNMN-A,0.03,140.87,0.00,Percent,0.00,Yes,140.87,Yes,No,CLN,BATH-,PAULGAGN,,11/2/2020
"3,949",,,Clean bathroom fixtures - Heavy,0.00,Average,1.00,222.86,0.00,222.86,EA,,Replace,65.18,37.31,119.78,0.59,0.00,0.00,CLNMN-A,0.05,267.51,0.00,Percent,0.00,Yes,267.51,Yes,No,CLN,BATH+,PAULGAGN,,11/2/2020
"3,950",,,Clean bathroom fixtures - Large bathroom,0.00,Average,1.00,232.69,0.00,232.69,EA,,Replace,68.05,38.95,125.06,0.63,0.00,0.00,CLNMN-A,0.05,279.3,0.00,Percent,0.00,Yes,279.30,Yes,No,CLN,BATH>,PAULGAGN,,11/2/2020
"3,951",,,Clean bathroom fixtures - Large bathroom - Light,0.00,Average,1.00,167.48,0.00,167.48,EA,,Replace,48.97,28.03,89.98,0.50,0.00,0.00,CLNMN-A,0.04,201.02,0.00,Percent,0.00,Yes,201.02,Yes,No,CLN,BATH>-,PAULGAGN,,11/2/2020
"3,952",,,Clean bathroom fixtures - Large bathroom - Heavy,0.00,Average,1.00,318.21,0.00,318.21,EA,,Replace,93.11,53.29,171.11,0.70,0.00,0.00,CLNMN-A,0.06,381.93,0.00,Percent,0.00,Yes,381.93,Yes,No,CLN,BATH>+,PAULGAGN,,11/2/2020
"3,953",,,Corrosion mitigation of bathroom fixtures - Large bathroom,0.00,Average,1.00,167.48,0.00,167.48,EA,,Replace,48.97,28.03,89.98,0.50,0.00,0.00,CLNMN-A,0.04,201.02,0.00,Percent,0.00,Yes,201.02,Yes,No,CLN,BATH>M,PAULGAGN,,11/2/2020
"3,954",,,Corrosion mitigation of bathroom fixtures,0.00,Average,1.00,117.36,0.00,117.36,EA,,Replace,34.31,19.63,63.04,0.38,0.00,0.00,CLNMN-A,0.03,140.87,0.00,Percent,0.00,Yes,140.87,Yes,No,CLN,BATHM,PAULGAGN,,11/2/2020
"3,955",,,Clean baseboard heater - exterior,0.00,Average,1.00,4.79,0.00,4.79,LF,,Replace,1.40,0.80,2.58,0.01,0.00,0.00,CLNMN-A,0.00,5.75,0.00,Percent,0.00,Yes,5.75,Yes,No,CLN,BBH,PAULGAGN,,11/2/2020
"3,956",,,Clean baseboard heater - exterior - Light,0.00,Average,1.00,3.50,0.00,3.50,LF,,Replace,1.02,0.59,1.88,0.01,0.00,0.00,CLNMN-A,0.00,4.2,0.00,Percent,0.00,Yes,4.20,Yes,No,CLN,BBH-,PAULGAGN,,11/2/2020
"3,957",,,Clean baseboard heater - exterior - Heavy,0.00,Average,1.00,6.52,0.00,6.52,LF,,Replace,1.91,1.09,3.51,0.01,0.00,0.00,CLNMN-A,0.00,7.82,0.00,Percent,0.00,Yes,7.82,Yes,No,CLN,BBH+,PAULGAGN,,11/2/2020
"3,958",,,Clean baseboard heater - interior and exterior,0.00,Average,1.00,6.84,0.00,6.84,LF,,Replace,2.00,1.15,3.68,0.01,0.00,0.00,CLNMN-A,0.00,8.2,0.00,Percent,0.00,Yes,8.20,Yes,No,CLN,BBH>,PAULGAGN,,11/2/2020
"3,959",,,Clean baseboard heater - interior and exterior - Light,0.00,Average,1.00,4.60,0.00,4.60,LF,,Replace,1.35,0.77,2.47,0.01,0.00,0.00,CLNMN-A,0.00,5.52,0.00,Percent,0.00,Yes,5.52,Yes,No,CLN,BBH>-,PAULGAGN,,11/2/2020
"3,960",,,Clean baseboard heater - interior and exterior - Heavy,0.00,Average,1.00,9.32,0.00,9.32,LF,,Replace,2.73,1.56,5.02,0.01,0.00,0.00,CLNMN-A,0.00,11.18,0.00,Percent,0.00,Yes,11.18,Yes,No,CLN,BBH>+,PAULGAGN,,11/2/2020
"3,961",,,Clean door - bifold set (per side),0.00,Average,1.00,27.47,0.00,27.47,EA,,Replace,7.94,4.55,14.60,0.38,0.00,0.00,CLNMN-A,0.03,33,0.00,Percent,0.00,Yes,33.00,Yes,No,CLN,BF,PAULGAGN,,11/2/2020
