Code,Description,Tax Status,Contractor Supplied,Quantity,Unit,Unit Price,Total,Request third-party pricing
LITCANN>>+,"Chandelier - Natural elk or moose antler - 48""-60"" diam.",Taxable,Yes,1,EA,8078.11,"8,078.11",
LITCANOPY,Canopy light - explosion proof,Taxable,Yes,1,EA,263,263,
LITCANR,"Chandelier - Reproduction deer antler - 18""-30"" diameter",Taxable,Yes,1,EA,468,468,
LITCANR+,"Chandelier - Reproduction elk or moose - 18""-30"" diameter",Taxable,Yes,1,EA,748,748,
LITCANR>,"Chandelier - Reproduction deer antler - 30""-48"" diameter",Taxable,Yes,1,EA,1182.8,"1,182.80",
LITCANR>+,"Chandelier - Reproduction elk or moose - 30""-48"" diameter",Taxable,Yes,1,EA,1418.86,"1,418.86",
LITCANR>>,"Chandelier - Reproduction deer antler - 48""-60"" diameter",Taxable,Yes,1,EA,2100,"2,100.00",
LITCANR>>+,"Chandelier - Reproduction elk or moose - 48""-60"" diameter",Taxable,Yes,1,EA,3289.98,"3,289.98",
LITCHAN,Chandelier,Taxable,Yes,1,EA,127.6,127.6,
LITCHAN+,Chandelier - High grade,Taxable,Yes,1,EA,231,231,
LITCHAN++,Chandelier - Premium grade,Taxable,Yes,1,EA,385.29,385.29,
LITCHAN-,Chandelier - Standard grade,Taxable,Yes,1,EA,80,80,
LITCHAN>++,Chandelier - oversized - Premium grade,Taxable,Yes,1,EA,1879,"1,879.00",
LITCHANC+,Chandelier - Crystal - High grade,Taxable,Yes,1,EA,2567.8,"2,567.80",
LITCHANC++,Chandelier - Crystal - Premium grade,Taxable,Yes,1,EA,4070,"4,070.00",
LITCOLDC,Cold cathode light,Taxable,Yes,1,LF,76,76,
LITCWRT,"Chandelier - Wrought iron - 48""-60"" diameter",Taxable,Yes,1,EA,3148.2,"3,148.20",
LITCWRT+,"Chandelier - Wrought iron - 60""-80"" diameter",Taxable,Yes,1,EA,4815,"4,815.00",
LITCWRT++,"Chandelier - Wrought iron - 80"" plus diameter",Taxable,Yes,1,EA,7925.93,"7,925.93",
LITDIM,Stage lighting dimmer control system,Taxable,Yes,1,EA,323.16,323.16,
LITDIMCC,"Stage lighting control cable - Low voltage, 200' length",Taxable,Yes,1,EA,140.61,140.61,
LITDIMCC<,"Stage lighting control cable - Low voltage, 25' length",Taxable,Yes,39.99998601,EA,59.211,"2,368.44",
LITDIMP,Stage lighting dimmer/relay pack - 4 channel,Taxable,Yes,9.009005858,EA,119.99,"1,080.99*",
LITEXIT,Exit sign,Taxable,Yes,1,EA,57.83,57.83,
LITEXIT+,Exit sign - self contained light source,Taxable,Yes,1.000020489,EA,244.035,244.04,
LITFL,Fluorescent light fixture,Taxable,Yes,1,EA,52.25,52.25,
LITFL+,Fluorescent light fixture - High grade,Taxable,Yes,1,EA,97.87,97.87,
LITFL++,Fluorescent light fixture - Premium grade,Taxable,Yes,1,EA,146.65,146.65,
LITFL-,Fluorescent light fixture - Standard grade,Taxable,Yes,1,EA,30.55,30.55,
LITFL1-2,Fluorescent - one tube - 2' - strip light,Taxable,Yes,1,EA,33.62,33.62,
LITFL1-2+,Fluorescent - one tube - 2' - fixture w/lens,Taxable,Yes,1,EA,37.52,37.52,
LITFL1-4,Fluorescent - one tube - 4' - strip light,Taxable,Yes,1,EA,44,44,
LITFL1-4+,Fluorescent - one tube - 4' - fixture w/lens,Taxable,Yes,1,EA,50.23,50.23,
LITFL1-6,Fluorescent - one tube - 6' - strip light,Taxable,Yes,1,EA,47.79,47.79,
LITFL1-6+,Fluorescent - one tube - 6' - fixture w/lens,Taxable,Yes,0.999962646,EA,53.542,53.54,
LITFL1-8,Fluorescent - one tube - 8' - strip light,Taxable,Yes,1.00003112,EA,64.268,64.27,
LITFL1-8+,Fluorescent - one tube - 8' - fixture w/lens,Taxable,Yes,1.000041922,EA,95.416,95.42,
LITFL2-4,Fluorescent - two tube - 4' - strip light,Taxable,Yes,1,EA,46.48,46.48,
LITFL2-4+,Fluorescent - two tube - 4' - fixture w/lens,Taxable,Yes,1.033333333,EA,60,62.00*,
LITFL2-6,Fluorescent - two tube - 6' - strip light,Taxable,Yes,1.000039118,EA,51.128,51.13,
LITFL2-6+,Fluorescent - two tube - 6' - fixture w/lens,Taxable,Yes,1,EA,68.34,68.34,
LITFL2-8,Fluorescent - two tube - 8' - strip light,Taxable,Yes,1,EA,90.23,90.23,
LITFL2-8+,Fluorescent - two tube - 8' - fixture w/lens,Taxable,Yes,1,EA,104.25,104.25,
LITFL4-4,Fluorescent - four tube - 4' - strip light,Taxable,Yes,1,EA,73.67,73.67,
LITFL4-4+,Fluorescent - four tube - 4' - fixture w/lens,Taxable,Yes,0.999988665,EA,88.221,88.22,
LITFL4-6,Fluorescent - four tube - 6' - strip light,Taxable,Yes,1,EA,81.87,81.87,
LITFL4-6+,Fluorescent - four tube - 6' - fixture w/lens,Taxable,Yes,1.000042375,EA,94.396,94.4,
LITFL4-8,Fluorescent - four tube - 8' - strip light,Taxable,Yes,1,EA,108,108,
LITFL4-8+,Fluorescent - four tube - 8' - fixture w/lens,Taxable,Yes,1,EA,138.39,138.39,
LITFLACT,"Fluorescent - acoustic grid fixture, 2' x 2'",Taxable,Yes,1,EA,74,74,
LITFLACT2,Fluorescent - acoustic grid fixture - two tube - 2,Taxable,Yes,1,EA,71,71,
LITFLACT2+,Fluorescent acoustic grid fixture - 2 tube - 2'x2' Hi grd.,Taxable,Yes,0.999982546,EA,171.883,171.88,
LITFLACT4,Fluorescent - acoustic grid fixture - four tube,Taxable,Yes,1,EA,94,94,
LITFLACT4+,Fluorescent acoustic grid fixture - 4 tube - 2'x4' Hi grd.,Taxable,Yes,1,EA,248,248,
LITFLB,Fluorescent light ballast,Taxable,Yes,1,EA,30,30,
LITFLB+,Fluorescent light ballast - High grade,Taxable,Yes,1,EA,60,60,
LITFLC,Fluorescent - circular fixture,Taxable,Yes,1,EA,79.69,79.69,
LITFLLN,Fluorescent light fixture lens - wrap around lens,Taxable,Yes,1,EA,18.64,18.64,
LITFN,Ceiling fan without light,Taxable,Yes,0.999966938,EA,120.984,120.98,
LITFN+,Ceiling fan without light - High grade,Taxable,Yes,0.99999069,EA,214.832,214.83,
LITFN++,Ceiling fan without light - Premium grade,Taxable,Yes,1,EA,360,360,
LITFN-,Ceiling fan without light - Standard grade,Taxable,Yes,1,EA,61,61,
LITFNDR18,"Ceiling fan down rod - 18""",Taxable,Yes,0.999899,EA,19.802,19.8,
LITFNDR18+,"Ceiling fan down rod - 18"" - High/Prem grade",Taxable,Yes,1,EA,43.81,43.81,
LITFNDR18-,"Ceiling fan down rod - 18"" - Standard grade",Taxable,Yes,0.999843162,EA,12.752,12.75,
LITFNDR36,"Ceiling fan down rod - 19"" to 36""",Taxable,Yes,1,EA,38.2,38.2,
LITFNDR36+,"Ceiling fan down rod - 19"" to 36"" - High/Prem grade",Taxable,Yes,1,EA,66.88,66.88,
LITFNDR36-,"Ceiling fan down rod - 19""-36"" - Standard grade",Taxable,Yes,1,EA,20,20,
LITFNDR72,"Ceiling fan down rod - 37""-72""",Taxable,Yes,1,EA,70,70,
LITFNDR72+,"Ceiling fan down rod - 37""-72"" - High/Prem grade",Taxable,Yes,0.99996616,EA,88.653,88.65,
LITFNDR72-,"Ceiling fan down rod - 37""-72"" - Standard grade",Taxable,Yes,1,EA,47,47,
LITFNL,Ceiling fan & light,Taxable,Yes,1,EA,151.23,151.23,
LITFNL+,Ceiling fan & light - High grade,Taxable,Yes,1,EA,268.54,268.54,
LITFNL++,Ceiling fan & light - Premium grade,Taxable,Yes,1,EA,453,453,
LITFNL-,Ceiling fan & light - Standard grade,Taxable,Yes,1,EA,81,81,
LITGHGL4,Greenhouse - Grow light - HPS - 400 watt,Taxable,Yes,1,EA,268,268,
LITHG,Hanging pendant light fixture,Taxable,Yes,1,EA,35.21,35.21,
LITHG+,Hanging pendant light fixture - High grade,Taxable,Yes,1,EA,58.57,58.57,
LITHG++,Hanging pendant light fixture - Premium grade,Taxable,Yes,1,EA,103.26,103.26,
LITHG2,Double hanging pendant light fixture,Taxable,Yes,1,EA,62.09,62.09,
LITHG2+,Double hanging pendant light fixture - High grade,Taxable,Yes,1,EA,114.35,114.35,
LITHG2++,Double hanging pendant light fixture - Premium grade,Taxable,Yes,1,EA,180.6,180.6,
LITLAM,LAM - Indirect metal halide,Taxable,Yes,1,EA,275.09,275.09,
LITLAM++,LAM - Indirect metal halide - Premium grade,Taxable,Yes,1,EA,981,981,
LITMARQ,Theater marquee - neon lights - average size (8 plex),Taxable,Yes,1,EA,225000,"225,000.00",
LITMARQ<,Theater marquee - neon lights - small size (4 plex),Taxable,Yes,1,EA,100000,"100,000.00",
LITMARQ>,Theater marquee - neon lights - large size (10 plex +),Taxable,Yes,1,EA,350000,"350,000.00",
LITMBALL,"Dance lighting - Mirror ball kit - 20""",Taxable,Yes,1,EA,85.58,85.58,
LITMER,Mercury vapor security light,Taxable,Yes,1,EA,63.8,63.8,
LITMOT,Motion sensor for exterior light,Taxable,Yes,1,EA,22.25,22.25,
LITNEON,Neon sign,Taxable,Yes,1,EA,211.08,211.08,
LITNEON<,Neon sign - small,Taxable,Yes,1,EA,131.04,131.04,
LITNEON>,Neon sign - large,Taxable,Yes,1,EA,289.87,289.87,
LITNEON>+,Neon sign - large - High grade,Taxable,Yes,1,EA,472.41,472.41,
LITOCCUP,Lighting panel - Occupancy,Taxable,Yes,1,EA,110.13,110.13,
LITPARK,"Parking lights - metal halide, 250 watt",Taxable,Yes,1,EA,201.6,201.6,
LITPHOTO,"Photo electric switch, 2000 watt",Taxable,Yes,1,EA,11.46,11.46,
LITPOLE,"Light pole - 20' high - steel - 4"" square/round",Taxable,Yes,1.999996437,EA,605,"1,210.00",
LITPOLE5,"Light pole - 20' high - steel - 5"" square/round",Taxable,Yes,1.99999723,EA,859,"1,718.00",
LITPOLE6>,"Light pole - 30' high - steel - 6"" square/round",Taxable,Yes,1.999998259,EA,1533,"3,066.00",
LITPOLE>,"Light pole - 30' high - steel - 5"" square/round",Taxable,Yes,1.99999793,EA,1244,"2,488.00",
LITPOR,Porcelain light fixture,Taxable,Yes,1,EA,5.49,5.49,
LITPUCK,"Puck light, surface or recess mounted",Taxable,Yes,1,EA,34.65,34.65,
LITPUCK+,"Puck light, surface or recess mounted - High grade",Taxable,Yes,1,EA,110.94,110.94,
LITPUCK-,"Puck light, surface or recess mounted - Standard grade",Taxable,Yes,1,EA,12.38,12.38,
LITRC,Recessed light - Rough-in housing,Taxable,Yes,1,EA,17.01,17.01,
LITRC+,Recessed light - Rough-in housing - High grade,Taxable,Yes,1,EA,24.68,24.68,
LITRC++,Recessed light - Rough-in housing - Premium grade,Taxable,Yes,1,EA,49.67,49.67,
LITRC-,Recessed light - Rough-in housing - Standard grade,Taxable,Yes,1,EA,11.05,11.05,
LITRCBFL,Recessed light baffle cover,Taxable,Yes,1,EA,19.95,19.95,
LITRCLED,"Recessed light - canless LED - up to 8""",Taxable,Yes,1,EA,30.17,30.17,
LITRCT,Recessed light trim kit,Taxable,Yes,2,EA,18.51,37.02,
LITRCT+,Recessed light trim kit - High grade,Taxable,Yes,2,EA,32,64,
LITRCT++,Recessed light trim kit - Premium grade,Taxable,Yes,2,EA,55.24,110.48,
LITRCT-,Recessed light trim kit - Standard grade,Taxable,Yes,2,EA,8.57,17.14,
LITRECORD,"Panel light - ""Recording In Progress""",Taxable,Yes,1,EA,216.13,216.13,
LITRUN,LED rope light,Taxable,Yes,1.053660354,LF,2.11,2.22,
LITRUNCH,Light runner channel - transition channel - rubber or alum.,Taxable,Yes,1.053660354,LF,0.86,0.91*,
LITRUNCON,Light runner connector - splice connector,Taxable,Yes,0.083414778,EA,6.04,0.50*,
LITRUNTRAN,Light runner transformer/connection kit,Taxable,Yes,0.007820135,EA,21.33,0.17*,
LITSCON,Light fixture - wall sconce,Taxable,Yes,1,EA,56.33,56.33,
LITSCON+,Light fixture - wall sconce - High grade,Taxable,Yes,1,EA,120,120,
LITSCON++,Light fixture - wall sconce - Premium grade,Taxable,Yes,1,EA,275,275,
LITSCON-,Light fixture - wall sconce - Standard grade,Taxable,Yes,1,EA,17,17,
LITSCON>+,Light fixture - wall sconce - large - High grade,Taxable,Yes,1,EA,215,215,
LITSHL,Heat lamp fixture - adjustable w/shield,Taxable,Yes,1,EA,13.99,13.99,
LITSIGND,Digital electric sign - LED - programmable,Taxable,Yes,1,EA,424.99,424.99,
LITSPOT1,Spot light fixture - single,Taxable,Yes,1,EA,23.4,23.4,
LITSPOT2,Spot light fixture - double,Taxable,Yes,1,EA,29.97,29.97,
LITSPOT2M,Spot light fixture - double - with motion sensor,Taxable,Yes,1,EA,49.97,49.97,
LITSPOT3,Spot light fixture - triple,Taxable,Yes,1,EA,39.99,39.99,
LITSTAGECL,Stage light clamp,Taxable,Yes,43.47824566,EA,13,565.22*,
LITSTAGEEL,Stage lighting - Ellipsoidal spot light,Taxable,Yes,12.04818856,EA,252.6,"3,043.37*",
LITSTAGEFR,"Stage light - Fresnel - 6"" die cast",Taxable,Yes,9.999996502,EA,270,"2,700.00",
LITSTAGEPAR,Stage light - Par fixture,Taxable,Yes,19.999993,EA,59.99,"1,199.80",
LITSTAGETR,Stage lighting truss - triangular truss - 11' section,Taxable,Yes,9.009005858,EA,351.1,"3,163.06*",
LITSTRIPI,"10' incandescent or LED strip light, 6"" spacing, 24 vac",Taxable,Yes,1.000107974,LF,30.688,30.69,
LITSWRW,"Shower light fixture, flush or recessed",Taxable,Yes,1,EA,97.2,97.2,
LITTASK,Task light - directional,Taxable,Yes,1,EA,79.91,79.91,
LITTASKC,Task light - directional - Commercial,Taxable,Yes,1,EA,220.19,220.19,
LITTRK,Lighting track - white - per 4' length,Taxable,Yes,0.25,EA,21.48,5.37,
LITTRKC+,Lighting track - per length (up to 8') - Commercial,Taxable,Yes,0.125,EA,120.4,15.05*,
LITTRKCN,Fixture (can) for track lighting,Taxable,Yes,1,EA,19.76,19.76,
LITTRKCN+,Fixture (can) for track lighting - High grade,Taxable,Yes,1,EA,36.26,36.26,
LITTRKCNC+,"Fixture (can) for track lighting, Commercial",Taxable,Yes,1,EA,102,102,
LITWP,Exterior wall pack - Sodium - 250 watt,Taxable,Yes,1,EA,253,253,
LITWP<,Exterior mini wall pack - Sodium - 100 watt,Taxable,Yes,1,EA,151.46,151.46,
LITX,Exterior light fixture,Taxable,Yes,1,EA,42,42,
LITX+,Exterior light fixture - High grade,Taxable,Yes,1,EA,75.01,75.01,
LITX++,Exterior light fixture - Premium grade,Taxable,Yes,1,EA,110,110,
LITX-,Exterior light fixture - Standard grade,Taxable,Yes,1,EA,24.75,24.75,
LITXPOST,Exterior post light fixture,Taxable,Yes,1,EA,88.7,88.7,
LITXPOST+,Exterior post light fixture - High grade,Taxable,Yes,1,EA,147,147,
LITXPOST++,Exterior post light fixture - Premium grade,Taxable,Yes,1,EA,251,251,
LNDDPC,"Drain pipe - corrugated - 3"" to 4"" - 100' roll",Taxable,Yes,0.010008674,EA,104.909,1.05,
LNDFERT,Fertilizer (50 lb bag),Taxable,Yes,0.000250865,BG,57.39,0.01*,
LNDLFB,Landscape fabric - 4' x 100' roll,Taxable,Yes,0.003687941,RL,65.13,0.24*,
LNDLFP,Landscape fabric pins (75 count),Taxable,Yes,0.013975356,EA,15.728,0.22*,
LNDLSEED,Lawn seed - bluegrass (10 lb bag),Taxable,Yes,0.001211163,BG,49.98,0.06*,
LNDMUL,Mulch,Taxable,Yes,1.121820413,CY,49,54.97*,
LNDPFV1,Plants - ferns - vines - 1 gallon,Taxable,Yes,0.999928089,EA,27.812,27.81,
LNDPFV5,Plants - ferns - vines - 5 gallon,Taxable,Yes,1,EA,46.48,46.48,
LNDPPGG,"Plants - perennials - grasses - groundcovers - 2"" flats",Taxable,Yes,1.005128205,EA,0.975,0.98,
LNDPPGG1G,Plants - perennials - grasses - groundcovers - 1 gallon,Taxable,Yes,1,EA,19.98,19.98,
LNDPPGG4,"Plants - perennials - grasses - groundcover - 4""",Taxable,Yes,0.999389686,EA,6.554,6.55,
LNDPPGG5P,Plants - perennials - grasses- groundcovers - 5pt,Taxable,Yes,1,EA,9.13,9.13,
LNDPSD1,Plants - shrubs - deciduous - 1 gallon,Taxable,Yes,1.000254777,EA,19.625,19.63,
LNDPSD5,Plants - shrubs - deciduous - 5 gallon,Taxable,Yes,1.000143823,EA,34.765,34.77,
LNDPSE1,Plants - shrubs - evergreen - 1 gallon,Taxable,Yes,1,EA,26.25,26.25,
LNDPSE5,Plants - shrubs - evergreen - 5 gallon,Taxable,Yes,1,EA,58,58,
LNDROCK,"Decorative rock - 1/2"" to 1""",Taxable,Yes,1,CY,63,63,
LNDSC4,Controller / timer - up to 4 stations,Taxable,Yes,1,EA,58.12,58.12,
LNDSC4+,Controller / timer - up to 4 stations - High grade,Taxable,Yes,1.000008895,EA,112.429,112.43,
LNDSC6,Controller / timer - up to 6 stations,Taxable,Yes,1,EA,79.87,79.87,
LNDSC6+,Controller / timer - up to 6 stations - High grade,Taxable,Yes,1.000036391,EA,137.395,137.4,
LNDSC8,Controller / timer - up to 8 stations,Taxable,Yes,1,EA,97.14,97.14,
LNDSC8+,Controller / timer - up to 8 stations - High grade,Taxable,Yes,1.000010636,EA,188.048,188.05,
LNDSDRIP,Sprinkler - drip system,Taxable,Yes,1,SF,0.8,0.8,
LNDSODB,Sod - bluegrass blend turf,Taxable,Yes,1.057971014,SF,0.69,0.73,
LNDSTRAW,Straw bale,Taxable,Yes,0.001302861,EA,7.1,0.01*,
LNDTAC,Tackifying agent (16 oz),Taxable,Yes,0.000214533,PT,26.14,0.01*,
LNDTEV2,Tree - evergreen - up to 2' in height,Taxable,Yes,1,EA,23.08,23.08,
LNDTEV3,Tree - evergreen - 2' to 3' in height,Taxable,Yes,1,EA,57,57,
LNDTEV4,Tree - evergreen - 3' to 4' in height,Taxable,Yes,1,EA,85,85,
LNDTEV5,Tree - evergreen - 4' to 5' in height,Taxable,Yes,1,EA,129,129,
LNDTEV6,Tree - evergreen - 5' to 6' in height,Taxable,Yes,1,EA,155,155,
LNDTEV7,Tree - evergreen - 6' to 7' in height,Taxable,Yes,1,EA,182,182,
LNDTFN1,"Tree - fruit and nut - up to 1"" caliper",Taxable,Yes,1,EA,34.85,34.85,
LNDTFN3,"Tree - fruit and nut - 1"" to 2"" caliper",Taxable,Yes,1,EA,65.55,65.55,
LNDTFND1,"Tree - dwarf fruit or nut - up to 1"" caliper",Taxable,Yes,1.000130429,EA,38.335,38.34,
LNDTFND2,"Dwarf fruit or nut tree 1"" to 2"" caliper",Taxable,Yes,0.999972999,EA,74.072,74.07,
LNDTFS11/2,"Tree - Shade or flowering 1 1/2"" caliper",Taxable,Yes,1,EA,133,133,
LNDTFS2,"Tree - Shade or flowering 2"" caliper",Taxable,Yes,1,EA,200,200,
LNDTFS21/2,"Tree - Shade or flowering 2 1/2"" caliper",Taxable,Yes,1,EA,250.1,250.1,
LNDTFS3,"Tree - Shade or flowering 3"" caliper",Taxable,Yes,1,EA,300,300,
LNDTFS31/2,"Tree - Shade or flowering 3 1/2"" caliper",Taxable,Yes,1,EA,342,342,
LNDTFS4,"Tree - Shade or flowering 4"" caliper",Taxable,Yes,1,EA,375,375,
MASAB16,"Adobe block, 16"" x 4"" x 16""",Taxable,Yes,0.999907256,EA,2.58,2.58,
MASAMIX,Adobe mortar mix - 85# bag,Taxable,Yes,0.086366164,EA,4.75,0.41*,
MASBL4,"Block, 4"" x 8"" x 16""",Taxable,Yes,388.500442,EA,2.19,850.82,
MASBL4S,"Block, 4"" x 8"" x 16"" solid",Taxable,Yes,1.00110742,EA,1.63,1.63,
MASBL8,"Block, 8"" x 8"" x 16""",Taxable,Yes,2921.949381,EA,2.814,"8,222.37",
MASBL8+,"Block, 8"" x 8"" x 16"" bond beam",Taxable,Yes,1075.268783,EA,3.101,"3,334.41",
MASBLSC4,"Block - 4"" x 8"" x 16"" - sculpture/decorative screen",Taxable,Yes,6.806399282,EA,1.482,10.09,
MASBM8,"Block - bond beam - 8""x 8""x 16"" - U Block",Taxable,Yes,268.8171956,EA,2.927,786.83*,
MASBRK,Brick veneer,Taxable,Yes,408.7750944,EA,0.911,372.39*,
MASBRK++,Brick veneer - Premium grade,Taxable,Yes,7.004666175,EA,1.654,11.59*,
MASBRK+>,Brick - High grade (per thousand),Taxable,Yes,23.76971775,EA,876.21,"20,827.26*",
MASBRK>,Brick (per thousand),Taxable,Yes,16.24516216,EA,701.163,"11,390.51*",
MASGPC,Granite building panel mounting clips,Taxable,Yes,3.999865396,EA,2.5,10,
MASMRTR,Mortar mix - 80# bag,Taxable,Yes,438.548491,BG,9.062,"3,974.13*",
MASPCCAP,"Pre-cast column cap 30"" x 30""",Taxable,Yes,2.000013337,EA,85.5,171,
MASPCCRB,"Pre-cast concrete corbel 10"" tall x 8"" deep",Taxable,Yes,1,EA,38.5,38.5,
MASPCCRBL++,Pre-cast bracket/corbel - Premium grade,Taxable,Yes,1,EA,312,312,
MASPCCRBL>,Pre-cast bracket/corbel - large,Taxable,Yes,1,EA,112.2,112.2,
MASQUOIN,"Quoin - 8"" x 8"" x 12""",Taxable,Yes,1.052946426,EA,15.68,16.51*,
MASSAND,Washed sand,Taxable,Yes,0.564630359,CY,62.093,35.06*,
MASSTN,Stone veneer - natural stone,Taxable,Yes,1.075258055,SF,13.046,14.03*,
MASSTNC+,Stone veneer - manufactured (concrete) - High grade,Taxable,Yes,1.075421165,SF,17.9,19.25*,
MASSTNCOLB,"Stone column base for up to 36"" diameter column",Taxable,Yes,1.000003078,EA,300,300,
MASSTNCOLC,"Stone column capital for up to 36"" diameter column",Taxable,Yes,1.00000231,EA,400,400,
MASTRIMBL,"Limestone trim - block/coping (12"" x 12"" x 1 1/2"" thick)",Taxable,Yes,4.000060877,SF,15,60,
MASTRIMC,"Limestone trim - chamfer, cap & trim (4' window header)",Taxable,Yes,0.999966349,EA,117.04,117.04,
MASTRIMK,"Limestone trim - keystone - up to 8"" x 10""",Taxable,Yes,1.000025134,EA,18,18,
MASWALTY,16 gauge wall ties,Taxable,Yes,886.4091438,EA,0.074,65.59,
MASWCCF13,"Wall coping fitting - clay - 13"" wide",Taxable,Yes,1.000013722,EA,35,35,
MASWCCF18,"Wall coping fitting - clay - 18"" wide",Taxable,Yes,0.99997891,EA,42,42,
MASWCCF9,"Wall coping fitting - clay - 9"" wide",Taxable,Yes,0.999979324,EA,25,25,
MBLSDSH,Soap dish - cultured marble,Taxable,Yes,1,EA,31,31,
MBLSHC,Corner shelf - cultured marble or ceramic,Taxable,Yes,1,EA,33.91,33.91,
MBLSSD,Shelf - shampoo soap dish - cultured marble,Taxable,Yes,1,EA,51,51,
MBLW,Wall veneer panels - cultured marble,Taxable,Yes,49.99999814,SF,14.451,722.55,
MBLWN,Wall veneer panels - natural marble,Taxable,Yes,1.020366943,SF,39.52,40.32*,
MPRCLKA,Caulking - acrylic - 10 oz tube,Taxable,Yes,2.377199908,TB,7.21,17.14*,
MPRCLKB,Caulking - butyl rubber - 11 oz tube,Taxable,Yes,0.272164835,TB,14.68,4.00*,
MPRCLKF,Fire sealant - acrylic/latex - 10.3 oz tube,Taxable,Yes,0.595685015,TB,22.109,13.17*,
MPRCLKST,Silicone caulk - 10 oz tube,Taxable,Yes,205.1199381,TB,10.29,"2,110.68",
MPRDMAT,Waterproofing - Drainage mat,Taxable,Yes,1.052649909,SF,0.494,0.52,
MPRFLPANC,"Flashing - Sill pan flashing - corner - 6 9/16""",Taxable,Yes,3.9998557,EA,8.5,34,
MPRFLPANS,"Flashing - Sill pan flashing - straight - 6 9/16"" x 26""",Taxable,Yes,5.999797796,EA,8.5,51,
MPRFLPANT,"Flashing - Sill pan flashing tape - 1 7/8"" x 100' roll",Taxable,Yes,0.029849669,RL,36.95,1.10*,
MPRLIME,Hydrated lime (50 lb bag),Taxable,Yes,0.000160899,BG,6.28,0,
MPRWINFLSH,Window flashing - 300 ft roll,Taxable,Yes,26.27721565,RL,44,"1,156.20*",
MSDAV,"Mirror - 1/4"" plate glass",Taxable,Yes,1.000142268,SF,14.058,14.06,
MSDAV+,"Mirror - 1/4"" plate glass - veined, smoked or jeweled",Taxable,Yes,1,SF,31.25,31.25,
MSDAV-,"Mirror - 1/8"" plate glass",Taxable,Yes,1.000399521,SF,12.515,12.52,
MSDAVB1,"Mirror beveling up to 1""",Taxable,Yes,1,LF,9.98,9.98,
MSDAVB1>,"Mirror beveling over 1"" up to 1 1/2""",Taxable,Yes,1,LF,12.98,12.98,
MSDAVF,Mirror - framed,Taxable,Yes,1,SF,24.11,24.11,
MSDAVF+,Mirror - framed - High grade,Taxable,Yes,0.999960073,SF,50.092,50.09,
MSDAVJ,Metal J channel oil rubbed bronze or equal,Taxable,Yes,1.051792829,LF,2.51,2.64,
MSDAVJ-,Metal J channel - Standard grade,Taxable,Yes,1.053691275,LF,1.49,1.57*,
MSDSDC,"Custom shower door and partition - 1/4"" framed glass",Taxable,Yes,1.000090098,SF,22.198,22.2,
MSDSDC+,"Custom shower door and partition 3/8""-1/2"" glass",Taxable,Yes,0.999983117,SF,59.231,59.23,
MSDSDOR,Shower door,Taxable,Yes,0.999997541,EA,406.751,406.75,
MSDSDOR+,Shower door - High grade,Taxable,Yes,0.99999336,EA,602.394,602.39,
MSDSDOR++,Shower door - Premium grade,Taxable,Yes,0.999997989,EA,994.582,994.58,
MSDSDOR-,Shower door - Standard grade,Taxable,Yes,1.000016949,EA,294.995,295,
MSDSDOR>,Shower door - corner unit - oversized,Taxable,Yes,0.99999827,EA,1155.782,"1,155.78",
MSDSDOR>+,Shower door - corner unit - oversized - High grade,Taxable,Yes,1.000001422,EA,1406.538,"1,406.54",
MSDSDOR>++,Shower door - corner unit - oversized - Premium grade,Taxable,Yes,1.000002155,EA,1855.986,"1,855.99",
MSDSDORC,Shower door - corner unit,Taxable,Yes,0.999995692,EA,696.453,696.45,
MSDSDORC+,Shower door - corner unit - High grade,Taxable,Yes,1,EA,1285,"1,285.00",
MSDSDORC++,Shower door - corner unit - Premium grade,Taxable,Yes,1,EA,1557,"1,557.00",
MSDSDORS,Shower door - steam (pivoting),Taxable,Yes,1,EA,1240,"1,240.00",
MSDTIL,Mirror tile,Taxable,Yes,0.997797455,SF,1.47,1.47,
MSDTIL+,Mirror tile - High grade,Taxable,Yes,0.998418242,SF,2.06,2.06,
MSDTIL++,Mirror tile - Premium grade,Taxable,Yes,0.999068162,SF,3.52,3.52,
MSDTUBDR,Bathtub enclosure - sliding glass doors,Taxable,Yes,1.000017426,EA,286.935,286.94,
MSDTUBDR+,Bathtub enclosure - sliding glass doors - High grade,Taxable,Yes,1,EA,395.78,395.78,
MSDTUBDR++,Bathtub enclosure - sliding glass doors - Premium grade,Taxable,Yes,0.999994451,EA,540.683,540.68,
MSDTUBDR-,Bathtub enclosure - sliding glass doors - Standard grade,Taxable,Yes,1.000026466,EA,188.925,188.93,
MSDTUBDRS,Tub/shower door - steam (bypass),Taxable,Yes,0.999999698,EA,588.02,588.02,
MSKBRKSET,Mobile home break down and set up prior to and after move,Taxable,Yes,1,EA,125,125,
MSKPPAD,"Mobile home pier pad - 18"" x 18""",Taxable,Yes,47.93273926,EA,10.22,489.87*,
MSKPSHIM,"Mobile home pier shim - 1"" x 8"" x 16"" pressure treated",Taxable,Yes,95.87045019,EA,2.39,229.13,
MSKPWEDGE,"Mobile home pier wedge - 3"" pressure treated",Taxable,Yes,191.9989664,EA,0.72,138.24,
MSKSKRTDOR,Access door - in mobile home skirting,Taxable,Yes,1,EA,85.69,85.69,
MSKSTAND,Park stand or pier with screw adjuster,Taxable,Yes,0.99996658,EA,15.99,15.99,
